dates,satname,nzd0039-0000,nzd0039-0001,nzd0039-0002,nzd0039-0003,nzd0039-0004,nzd0039-0005
1999-07-25 22:04:15.362000,L7,361.11,343.63,323.74,329.22,330.44,342.20
1999-08-17 22:10:26.276000,L7,426.09,342.24,327.63,314.97,304.96,321.55
1999-09-27 22:04:25.056000,L7,,399.83,424.63,396.98,395.63,556.41
1999-10-04 22:10:38.131000,L7,423.46,380.64,318.54,329.15,333.63,336.16
1999-11-14 22:04:18.343000,L7,401.27,350.33,316.86,328.23,338.26,344.45
1999-11-21 22:10:24.244000,L7,384.72,361.93,326.18,328.88,343.93,344.12
1999-12-07 22:10:30.042000,L7,,,,,,260.95
2000-01-17 22:04:11.868000,L7,374.30,385.54,561.19,450.16,356.25,345.88
2000-02-09 22:10:19.398000,L7,388.32,370.88,329.01,331.47,337.51,335.92
2000-03-28 22:10:07.233000,L7,405.66,387.24,326.09,333.71,339.81,343.95
2000-04-29 22:09:53.797000,L7,331.31,359.28,320.19,331.08,332.04,335.83
2000-05-15 22:09:42.527000,L7,336.88,350.18,,,269.94,297.60
2000-05-24 22:03:22.722000,L7,324.64,272.75,289.72,329.12,333.81,342.30
2000-06-16 22:09:26.713000,L7,449.83,421.25,446.02,427.79,381.78,363.45
2000-08-03 22:08:44.137000,L7,376.35,369.54,323.94,321.88,334.18,326.97
2000-09-04 22:08:22.800000,L7,285.27,256.87,298.30,286.98,274.25,
2000-10-15 22:01:32.252000,L7,386.68,343.61,314.33,322.56,331.81,334.16
2000-11-07 22:07:53.532000,L7,513.06,298.00,328.36,383.96,371.70,364.97
2001-02-27 22:07:54.461000,L7,398.55,400.67,413.39,347.64,349.78,350.07
2001-03-24 22:01:35.778000,L7,441.76,380.54,373.68,337.25,342.91,366.76
2001-06-03 22:07:16.736000,L7,340.19,361.17,255.51,326.98,330.23,331.99
2001-06-12 22:01:01.040000,L7,396.29,372.39,342.54,350.12,370.56,362.82
2001-06-19 22:07:05.722000,L7,215.75,267.88,252.53,244.55,262.89,250.44
2001-08-15 22:00:14.727000,L7,467.58,346.02,311.92,322.28,327.27,340.20
2001-09-07 22:06:11.116000,L7,290.37,322.16,337.96,338.67,345.71,340.64
2001-10-02 21:59:40.713000,L7,324.07,329.04,307.00,297.91,316.68,263.94
2001-11-03 21:59:47.008000,L7,386.04,347.06,314.27,324.07,336.64,339.84
2001-11-19 21:59:56.393000,L7,367.08,330.58,307.36,291.36,328.07,288.75
2001-12-05 21:59:55.034000,L7,503.06,517.82,376.57,424.65,467.88,532.42
2001-12-12 22:06:14.960000,L7,405.81,366.27,328.97,333.64,342.64,342.43
2001-12-21 22:00:05.972000,L7,271.41,,401.70,366.05,405.59,430.80
2001-12-28 22:06:14.106000,L7,546.93,527.87,530.84,412.06,402.56,376.11
2002-01-22 22:00:16.971000,L7,414.87,350.86,312.00,328.32,339.91,347.95
2002-02-14 22:06:29.522000,L7,406.62,387.94,392.55,380.69,366.84,364.32
2002-02-23 22:00:19.685000,L7,241.89,503.40,464.78,520.73,498.69,474.46
2002-03-27 22:00:13.634000,L7,404.73,370.93,323.81,332.70,345.12,354.91
2002-04-28 22:00:14.417000,L7,482.28,498.96,378.41,377.26,369.34,512.85
2002-06-15 21:59:55.710000,L7,,,,292.58,308.25,316.97
2002-06-22 22:06:03.573000,L7,339.87,361.53,328.99,336.83,329.32,345.66
