dates,satname,nzd0429-0000,nzd0429-0001,nzd0429-0002,nzd0429-0003,nzd0429-0004,nzd0429-0005,nzd0429-0006,nzd0429-0007,nzd0429-0008,nzd0429-0009,nzd0429-0010,nzd0429-0011,nzd0429-0012,nzd0429-0013,nzd0429-0014,nzd0429-0015,nzd0429-0016,nzd0429-0017,nzd0429-0018,nzd0429-0019,nzd0429-0020,nzd0429-0021,nzd0429-0022,nzd0429-0023,nzd0429-0024,nzd0429-0025,nzd0429-0026,nzd0429-0027,nzd0429-0028,nzd0429-0029,nzd0429-0030,nzd0429-0031,nzd0429-0032,nzd0429-0033,nzd0429-0034,nzd0429-0035,nzd0429-0036,nzd0429-0041,nzd0429-0042,nzd0429-0043,nzd0429-0044,nzd0429-0045,nzd0429-0046,nzd0429-0047,nzd0429-0048,nzd0429-0049,nzd0429-0050,nzd0429-0051,nzd0429-0052,nzd0429-0053,nzd0429-0037,nzd0429-0038,nzd0429-0039,nzd0429-0040
2010-01-27 22:10:50.221000,L5,242.25,271.60,283.03,280.93,276.87,282.53,286.29,295.97,300.50,302.87,285.88,266.97,266.33,251.50,221.75,209.10,195.87,203.74,212.88,219.85,226.63,227.90,235.75,241.84,247.29,260.15,265.82,267.30,266.31,255.79,256.12,258.29,239.38,242.64,245.35,247.77,234.71,264.01,279.92,287.26,219.67,194.41,186.79,228.88,299.36,316.56,305.65,297.09,302.64,322.65,217.77,172.77,,
2011-02-15 22:09:58.365000,L5,258.64,269.60,277.24,278.40,279.99,286.20,291.35,293.23,299.12,302.07,283.86,240.77,242.09,253.08,227.65,215.98,199.95,195.07,208.76,219.07,222.25,224.52,235.66,249.95,259.67,264.88,273.70,273.17,274.78,256.24,247.50,243.19,239.97,237.28,239.96,235.49,233.38,270.70,287.01,293.03,208.21,180.30,251.56,225.84,293.57,305.87,303.32,303.04,299.14,327.16,222.70,174.46,,
2013-05-11 22:21:55.010000,L8,216.43,216.73,272.73,290.31,291.24,287.86,298.00,297.74,299.38,298.73,,,,,,,,,,,,,,,220.88,222.78,247.09,243.72,244.65,245.35,248.90,250.11,238.01,221.14,211.04,220.74,228.64,,216.27,235.43,191.50,175.57,180.08,,202.92,316.06,292.28,273.00,282.04,290.66,194.38,,,
2013-05-27 22:22:02.838000,L8,253.99,255.25,349.33,340.27,344.45,356.40,360.09,368.32,353.18,366.09,365.48,367.80,268.85,275.00,250.19,227.52,211.76,218.28,218.66,245.37,240.15,256.05,258.79,269.98,270.57,278.02,268.43,281.63,279.76,269.95,275.46,271.92,262.84,258.07,256.04,247.25,256.20,296.50,340.67,344.87,365.72,350.89,278.69,295.22,292.62,354.44,343.06,330.93,320.10,348.12,236.74,206.28,,
2013-06-12 22:21:59.086000,L8,,,,,,,,,,,,,,244.65,217.41,208.66,197.06,195.26,192.10,161.40,223.04,232.25,235.39,243.26,246.13,258.65,251.21,262.92,250.51,252.57,256.71,254.62,241.79,232.14,224.98,217.97,231.10,184.49,245.09,241.56,198.13,180.72,193.81,,252.30,329.36,182.02,,286.30,292.89,215.46,,,
2013-06-28 22:21:56.988000,L8,,,,284.99,284.53,281.84,294.68,294.87,282.07,,,,,,,,,,,,,,,215.92,220.10,217.85,242.13,235.62,236.28,241.93,247.21,245.90,233.68,200.81,186.21,197.12,218.24,,,,,,,,237.27,316.97,281.39,,,,171.92,,,
2013-07-14 22:21:58.456000,L8,260.61,279.55,345.60,363.82,361.74,370.36,367.67,370.49,371.45,380.62,380.65,335.30,373.42,376.19,377.78,378.23,378.19,373.92,360.26,375.36,377.85,376.17,382.79,378.50,379.61,384.64,382.90,384.41,381.75,376.71,279.35,276.50,268.93,260.17,254.42,235.46,255.78,381.65,389.74,326.54,243.11,234.67,270.49,340.90,414.82,380.60,392.76,378.28,333.62,356.68,247.35,210.25,356.40,371.19
2013-07-30 22:21:59.508000,L8,,,,285.63,286.95,282.54,295.50,300.74,301.58,301.83,,,,,,,,,,,,,,208.36,221.58,237.88,240.62,242.62,242.32,243.23,249.75,245.27,235.76,205.88,186.68,,,,,,,,,,237.38,321.69,297.64,258.73,283.44,291.82,,,,
2013-09-16 22:21:57.385000,L8,241.07,249.49,302.77,306.31,308.44,313.45,317.65,318.82,325.71,320.55,309.72,294.47,289.65,291.75,283.72,277.64,268.93,270.30,275.14,278.48,282.55,284.99,281.31,275.28,279.48,283.29,284.39,284.00,285.51,273.81,278.30,273.35,261.69,255.23,249.79,249.80,253.14,295.73,308.70,323.50,241.56,259.53,247.50,290.04,319.27,353.12,348.68,338.42,342.95,349.86,240.09,194.56,,
2013-10-18 22:21:49.490000,L8,239.59,246.40,287.42,329.99,330.77,337.66,333.59,336.76,343.98,342.27,349.08,314.60,352.24,344.75,340.62,351.77,342.11,268.82,277.39,276.11,281.62,284.25,279.32,276.18,277.56,283.52,283.86,345.49,338.74,347.12,339.74,350.25,355.34,313.57,312.85,344.12,255.11,342.05,332.89,367.80,317.16,350.64,357.38,328.13,330.69,337.15,327.08,318.01,322.88,346.66,237.18,191.93,,360.57
2013-12-21 22:21:27.090000,L8,258.10,262.21,242.93,318.81,312.39,358.50,353.65,353.96,323.00,324.30,317.25,293.19,290.24,289.09,286.16,281.78,274.35,275.58,280.10,280.18,285.55,284.49,284.89,274.85,282.97,285.85,284.22,288.35,287.76,279.83,279.25,277.05,267.25,266.76,257.20,269.04,260.70,301.63,312.68,323.91,361.48,301.13,378.96,352.07,352.35,352.17,352.21,340.09,355.75,364.07,245.96,212.59,,174.79
2014-03-02 22:26:45.220000,L8,240.68,249.27,287.95,322.78,337.25,331.76,332.98,337.34,348.24,335.18,352.34,346.28,351.46,344.34,338.01,342.83,348.49,351.88,346.36,337.36,343.85,356.55,322.81,345.36,346.95,359.40,354.13,355.94,327.68,363.60,351.12,346.41,340.04,343.84,350.73,351.20,256.42,343.88,307.57,324.05,312.23,362.77,347.95,336.91,329.44,337.01,337.26,330.32,327.12,347.67,237.44,205.16,241.90,324.73
2014-05-14 22:19:32.642000,L8,,,,,,,,,,,,,,,,,,,,,207.01,219.38,221.22,231.42,238.41,248.10,239.60,244.77,242.66,251.45,256.37,253.41,243.48,231.32,231.89,226.83,234.39,,,,,,,,,,,,,,183.73,,,
2014-05-30 22:19:34.937000,L8,,,,268.16,273.30,271.75,286.53,293.02,283.63,,,,,,,,,,,,,,,,171.10,217.72,231.93,213.22,213.74,241.50,243.54,230.17,208.59,204.40,184.19,205.41,223.00,,,,,,,,,,,,,,172.55,,,
2014-07-01 22:19:46.174000,L8,,,,286.04,284.52,288.38,295.35,306.81,307.55,310.97,292.69,,182.95,237.63,215.14,204.77,191.65,192.38,191.06,210.89,217.39,224.13,233.58,233.06,237.58,248.58,240.39,233.24,235.96,250.49,252.46,254.06,239.42,225.35,210.37,218.03,230.10,,240.39,241.55,187.81,178.97,183.93,,238.01,327.25,295.48,,275.00,289.86,180.24,,,
2014-07-17 22:19:52.017000,L8,,,,284.60,280.39,281.49,289.95,297.01,301.09,301.32,285.47,,,237.22,199.53,201.41,186.46,192.26,186.00,198.14,214.26,218.29,230.35,225.00,239.15,237.59,240.20,232.36,235.43,248.27,252.02,250.31,238.61,218.74,193.45,205.91,224.10,,223.35,229.12,182.08,178.50,182.32,,244.67,320.77,293.26,,,,174.60,,,
2014-09-03 22:20:06.649000,L8,249.21,257.69,288.45,310.09,308.25,313.26,316.16,318.89,320.54,320.93,311.85,296.55,291.54,297.43,291.07,287.06,277.79,274.93,279.85,281.15,286.09,286.00,285.71,275.31,281.38,285.35,283.44,283.65,284.65,273.27,279.05,275.56,259.92,256.42,256.03,258.32,252.39,294.88,310.58,327.19,313.09,208.45,242.57,277.24,318.80,350.62,337.68,322.66,337.86,354.65,234.17,,,
2014-10-21 22:20:13.482000,L8,,,,,282.23,293.65,312.58,323.00,317.02,308.05,296.75,248.98,246.77,259.41,230.90,215.76,201.29,219.25,211.60,236.20,232.88,281.12,276.21,270.75,272.82,278.24,271.55,275.10,278.17,270.69,272.93,268.22,257.28,248.46,248.99,258.43,247.71,238.14,290.39,307.77,207.55,207.15,212.14,239.96,311.28,342.23,328.22,323.48,319.23,341.45,230.79,,,
2014-11-06 22:20:13.200000,L8,262.28,267.25,287.83,301.76,303.76,324.67,318.44,315.93,321.77,319.26,311.02,299.17,295.03,301.80,291.57,286.17,277.34,277.53,280.57,284.60,285.24,287.19,284.03,275.45,281.46,287.31,280.17,284.74,288.05,279.62,283.93,280.76,268.79,262.04,260.51,267.87,259.53,302.24,315.64,331.63,319.93,305.39,282.51,292.69,330.45,347.18,340.68,330.08,330.46,350.47,242.68,183.58,175.99,180.85
2014-12-24 22:20:05.791000,L8,259.16,259.47,288.52,305.12,300.82,310.34,310.72,315.02,319.31,322.89,308.75,295.98,294.09,296.01,291.60,285.85,279.97,277.32,281.81,281.04,283.81,283.09,280.28,280.13,278.76,287.09,279.36,284.64,281.40,277.66,282.70,278.91,268.19,265.66,263.57,262.48,261.47,304.00,321.37,331.76,323.24,308.55,304.17,300.86,327.19,345.02,335.46,329.18,330.95,351.50,240.11,186.52,193.22,206.95
2014-12-31 22:26:11.523000,L8,259.59,262.98,337.51,342.26,337.39,338.44,338.50,337.02,335.04,349.12,347.39,350.66,348.46,323.10,366.62,371.36,367.92,368.53,366.25,360.00,353.78,336.57,289.66,356.22,366.22,358.65,371.06,381.90,286.48,282.00,358.43,383.20,366.31,356.49,258.09,261.43,264.31,371.98,,,,,,,,,,,,,237.88,358.28,355.54,356.90
2015-01-25 22:19:56.553000,L8,246.07,252.30,283.54,304.90,298.11,303.40,309.33,312.97,320.82,316.77,306.80,293.58,289.99,291.32,282.75,242.38,226.50,252.36,274.54,278.08,280.12,283.32,278.86,271.47,278.84,282.05,279.67,282.49,280.19,273.87,277.08,276.35,263.21,261.80,257.99,258.85,252.65,297.21,310.62,323.52,314.80,296.03,287.55,279.51,326.19,352.36,338.69,327.28,336.11,358.69,232.08,,,173.22
2015-02-10 22:19:50.748000,L8,252.12,257.51,288.15,303.18,300.57,303.36,307.41,351.72,346.08,317.08,304.01,293.56,296.14,291.95,291.31,286.43,279.23,278.27,282.70,278.42,284.41,284.26,283.46,272.11,281.49,282.05,278.23,281.27,283.66,277.54,275.83,279.01,264.60,264.31,257.69,261.41,256.85,299.40,313.75,324.48,316.85,299.60,291.42,289.14,323.81,373.61,364.31,348.81,349.08,357.66,237.76,203.97,177.86,203.07
2015-02-26 22:19:46.745000,L8,251.17,253.25,285.53,303.43,300.09,306.64,308.33,314.38,317.61,319.24,304.87,291.97,292.51,287.81,285.72,284.33,271.41,268.68,276.25,273.79,281.11,282.77,280.02,271.22,277.06,281.65,277.55,279.70,281.48,276.50,275.75,277.01,260.95,265.38,261.41,257.78,253.44,296.56,312.11,323.23,314.39,297.51,289.44,288.67,319.64,341.41,325.01,324.09,328.28,360.16,233.37,,174.26,200.55
2015-03-14 22:19:35.284000,L8,244.69,258.28,287.56,305.30,300.61,355.49,339.31,348.53,334.93,330.26,305.66,360.51,353.62,361.16,289.35,232.87,367.54,348.87,371.42,365.61,364.76,360.62,364.68,374.11,277.02,283.52,277.33,281.27,274.82,273.87,377.66,368.52,367.42,369.04,257.86,256.03,250.76,298.40,311.50,321.68,313.76,293.54,280.24,290.59,323.00,374.25,360.08,364.51,342.28,350.54,232.89,189.93,,
2015-04-15 22:19:22.587000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.23,255.39,241.75,232.53,226.99,228.29,230.19,,,,,,,,,,,289.23,293.50,315.97,,,,
2015-05-01 22:19:12.426000,L8,,,209.69,286.64,274.83,275.39,284.30,290.03,292.83,299.42,287.75,,,,,,,,,198.86,216.36,221.94,233.62,230.90,248.73,242.54,235.37,229.96,238.78,250.44,258.86,254.81,242.81,233.17,229.94,230.61,232.93,176.13,247.25,242.58,199.06,181.35,191.58,223.74,259.49,320.30,300.95,297.61,294.81,311.39,184.42,,,
2015-08-05 22:19:36.851000,L8,251.04,262.32,306.44,318.30,334.75,356.48,350.50,352.71,358.52,329.37,315.05,292.75,293.20,294.89,291.97,231.95,219.48,224.06,223.42,281.64,242.67,284.64,285.83,283.07,280.40,283.23,281.27,285.16,275.18,280.44,278.84,275.11,267.40,259.11,258.19,257.54,258.60,297.98,313.53,322.63,263.53,200.27,210.26,291.15,360.16,369.33,359.97,351.59,335.32,351.36,238.18,,180.29,182.27
2015-08-21 22:19:45.276000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,214.38,224.57,223.95,225.21,241.04,250.96,244.74,236.18,196.57,187.49,,,,,,,,,,245.82,317.56,299.56,292.68,296.13,306.83,,,,
2015-09-06 22:19:50.737000,L8,242.76,267.11,291.15,308.17,305.45,302.67,352.48,355.21,356.95,353.37,357.42,295.63,291.21,296.49,292.96,291.36,281.23,282.97,281.74,286.12,285.41,288.34,286.85,283.20,279.78,284.93,282.75,285.17,285.16,279.42,284.32,276.07,270.04,260.76,259.21,260.29,262.39,293.72,308.07,316.87,266.59,382.73,369.95,374.64,355.92,368.59,356.70,347.80,336.83,363.26,233.17,352.16,175.99,195.73
2015-10-08 22:20:00.596000,L8,229.25,243.47,239.21,296.99,293.25,293.32,296.11,342.88,343.63,351.29,293.13,,282.56,271.72,235.13,192.45,,,,,,,,,222.22,228.84,220.55,221.18,227.86,254.85,271.62,270.86,257.04,252.36,249.97,254.34,248.28,171.35,294.29,306.18,252.38,203.66,211.00,245.84,316.66,351.47,350.48,340.94,336.85,346.21,221.27,,,
2015-12-27 22:20:07.153000,L8,249.57,254.84,247.73,306.83,303.02,304.70,304.47,309.53,317.27,318.60,309.53,294.77,289.48,289.60,288.78,283.76,279.49,273.10,277.47,277.42,282.52,283.86,278.76,278.38,278.25,286.51,280.85,283.54,278.34,278.07,283.04,279.20,267.18,266.34,267.26,262.28,258.69,302.62,315.03,320.40,316.21,309.74,300.81,302.46,327.14,345.94,339.80,337.11,337.96,350.62,226.42,,188.84,205.55
2016-02-13 22:19:56.477000,L8,237.04,249.19,280.24,308.30,301.21,302.13,304.11,307.40,315.94,316.10,306.68,293.35,284.95,289.90,287.14,286.69,277.88,276.45,275.86,280.89,284.61,284.44,282.10,272.08,280.28,281.51,279.82,281.51,279.50,272.83,276.52,276.81,264.17,261.59,259.84,262.14,252.96,298.01,309.27,316.92,308.83,297.32,285.43,293.52,321.00,343.27,332.90,324.37,327.59,357.46,224.96,,185.66,208.76
2016-02-20 22:26:03.799000,L8,239.58,250.70,313.04,335.14,330.68,340.81,330.23,333.57,342.20,344.78,306.27,293.52,293.07,291.88,259.38,230.54,284.51,258.34,283.05,264.52,289.26,286.04,285.54,276.60,282.34,283.91,282.57,283.33,283.07,273.22,280.70,360.40,358.81,354.37,352.83,351.56,265.76,303.24,310.56,378.49,319.99,304.80,296.08,355.68,347.35,340.58,336.16,336.29,327.04,349.22,227.63,,181.44,207.01
2016-02-29 22:19:53.146000,L8,244.62,255.14,287.46,310.10,307.71,307.01,309.07,312.93,317.69,317.40,308.10,296.85,282.34,238.08,210.71,205.55,189.32,190.80,171.11,366.01,365.27,369.45,380.25,385.84,378.54,394.05,404.76,407.19,409.35,388.94,388.23,387.16,387.84,378.29,260.78,253.41,256.57,290.55,307.31,322.43,315.44,301.37,294.36,299.93,318.90,364.33,367.30,373.38,363.51,362.44,227.95,372.04,188.01,199.44
2016-03-16 22:19:48.512000,L8,241.85,250.13,284.80,308.65,304.79,305.97,307.41,309.00,332.44,355.52,307.04,294.37,284.86,290.80,292.10,288.38,280.15,257.74,262.85,283.58,282.23,285.98,281.81,279.99,278.55,284.35,278.41,283.04,281.68,275.04,282.17,275.27,268.80,262.98,262.86,261.47,264.32,298.37,308.37,325.14,313.66,290.13,275.71,291.37,328.51,354.10,342.00,359.34,362.78,359.66,232.81,,182.35,209.05
2016-04-17 22:19:33.425000,L8,215.80,227.51,210.69,277.76,276.12,271.90,277.36,280.47,,,,,,,,,,,,,,,,,,216.78,207.02,206.39,221.45,237.91,249.59,252.72,237.30,233.15,235.43,229.01,231.19,175.31,236.21,238.05,189.79,175.56,172.73,,243.42,331.16,163.69,,,,,,,
2016-07-06 22:19:53.295000,L8,,,,273.50,272.48,267.89,,,,,,,,,,,,,,,,209.47,213.92,226.72,226.48,231.62,217.90,222.32,223.79,240.65,254.64,253.57,246.14,234.50,239.17,235.08,237.63,218.06,267.27,256.33,200.63,183.82,205.90,,249.52,332.79,307.58,304.29,291.70,295.75,197.87,,,
