dates,satname,nzd0545-0000,nzd0545-0001,nzd0545-0002,nzd0545-0007,nzd0545-0008,nzd0545-0009,nzd0545-0010,nzd0545-0011,nzd0545-0012,nzd0545-0013,nzd0545-0014,nzd0545-0015,nzd0545-0003,nzd0545-0004,nzd0545-0005,nzd0545-0006
1999-08-17 22:13:37.953000,L7,308.04,282.37,201.08,305.85,247.57,239.23,226.39,225.42,226.79,237.54,241.90,279.20,,,,
1999-11-05 22:13:40.966000,L7,,506.34,385.54,454.46,320.30,315.35,306.96,365.36,378.00,435.80,417.67,,494.46,493.37,440.73,401.95
1999-12-07 22:13:41.663000,L7,384.12,505.84,294.47,327.64,296.96,303.37,266.73,313.41,303.21,299.10,304.22,347.92,336.12,339.46,353.31,335.51
1999-12-16 22:07:33.708000,L7,,,,306.58,248.49,246.11,240.06,238.12,230.88,229.91,263.64,289.11,,,,
2000-09-20 22:11:14.930000,L7,263.90,269.91,260.13,195.02,222.41,233.24,222.91,222.04,225.98,227.05,249.34,278.05,298.86,305.01,314.72,320.98
2001-01-03 22:05:00.181000,L7,308.01,,,310.97,247.31,244.24,242.66,233.31,232.02,226.72,226.88,293.69,292.03,306.82,319.10,320.45
2001-02-20 22:05:00.525000,L7,,,,310.00,230.02,245.27,235.85,232.41,227.50,,,278.54,282.09,303.04,316.91,318.63
2001-02-27 22:11:06.137000,L7,251.16,267.91,179.83,299.58,237.39,243.21,229.73,224.71,224.48,,,275.85,282.50,299.91,255.59,311.91
2001-04-16 22:10:54.636000,L7,,,,,,,,,,,,275.32,297.25,307.93,317.42,308.71
2001-09-07 22:09:22.745000,L7,,,,298.68,,228.83,203.53,207.22,207.38,215.71,,262.10,287.72,286.25,301.84,308.69
2001-11-26 22:09:21.320000,L7,455.46,,,305.15,251.38,253.51,236.72,238.65,234.66,256.11,288.10,302.93,304.93,311.23,318.36,318.58
2002-01-29 22:09:33.112000,L7,,481.38,391.39,385.61,402.24,404.54,342.01,308.85,435.51,428.72,395.89,381.70,411.74,405.02,390.15,396.95
2002-03-11 22:03:55.334000,L7,320.07,284.97,254.53,309.88,247.00,246.74,232.42,233.65,228.93,234.76,237.90,266.74,301.23,305.88,316.89,320.50
2002-05-05 22:09:37.985000,L7,247.61,257.02,,284.74,,,,,,,,274.91,297.59,293.04,290.02,272.97
2002-08-09 22:08:57.725000,L7,247.05,265.66,248.59,306.81,225.42,,,,,,,,,296.84,307.71,324.85
2002-09-10 22:08:43.416000,L7,299.69,282.29,266.84,302.68,228.57,234.42,225.49,217.70,219.01,222.68,243.93,278.66,299.70,303.00,315.02,318.42
