dates,satname,nzd0554-0000,nzd0554-0001,nzd0554-0002,nzd0554-0003,nzd0554-0004,nzd0554-0005,nzd0554-0006,nzd0554-0007,nzd0554-0008,nzd0554-0009,nzd0554-0010,nzd0554-0011,nzd0554-0012,nzd0554-0013,nzd0554-0014,nzd0554-0015,nzd0554-0016,nzd0554-0017,nzd0554-0018,nzd0554-0019,nzd0554-0020,nzd0554-0021,nzd0554-0022,nzd0554-0023,nzd0554-0024,nzd0554-0025,nzd0554-0026,nzd0554-0027,nzd0554-0028,nzd0554-0029,nzd0554-0030,nzd0554-0031,nzd0554-0032,nzd0554-0033
1999-11-05 22:13:40.966000,L7,,,,,,,,192.91,219.89,200.34,211.22,204.16,199.75,186.08,185.60,,,,147.67,160.66,193.60,234.23,227.13,240.25,249.08,240.72,263.73,246.16,205.94,,,,,
1999-12-07 22:13:41.663000,L7,,,,,,,,,201.90,146.29,198.41,198.01,193.37,155.17,183.35,,,,,,173.49,195.28,222.17,203.71,,,,,,,,,,
1999-12-16 22:07:33.708000,L7,,,,,,128.43,155.98,194.30,182.54,210.35,204.85,206.32,194.44,178.73,191.28,,,,,,178.12,210.59,233.71,217.85,214.58,242.09,253.94,243.44,216.94,,,,,
2000-09-20 22:11:14.930000,L7,,,,,,,,,,,201.55,204.63,201.48,189.55,194.57,179.75,211.68,174.82,128.95,,,,215.86,243.18,204.99,240.51,246.21,246.53,217.08,190.61,,,,
2001-02-11 22:11:12.788000,L7,,,,,,,,200.02,200.86,201.82,199.41,206.41,197.63,183.23,181.81,201.39,200.06,153.72,,,,,,,219.99,205.55,172.22,203.40,210.41,,,,,
2001-02-20 22:05:00.525000,L7,,,,,,,152.49,189.88,177.27,206.02,,194.95,188.55,173.16,149.46,,,,,,,,213.00,238.42,205.27,,232.35,240.83,219.06,183.49,,,,
2001-02-27 22:11:06.137000,L7,379.85,345.13,335.30,325.04,321.37,327.84,337.08,341.10,342.09,347.84,413.63,398.23,412.17,419.54,403.87,377.75,371.81,365.52,361.92,367.58,384.72,385.96,390.97,413.79,440.70,458.56,460.95,446.49,421.09,409.55,403.65,392.14,321.20,468.34
2001-11-03 22:02:58.699000,L7,400.60,390.22,402.89,391.02,407.76,411.22,438.49,435.68,259.00,410.15,406.59,425.10,444.15,458.03,431.85,390.88,266.31,266.06,263.43,272.20,278.41,285.68,294.70,299.03,309.78,314.37,314.91,316.89,305.19,296.25,287.10,263.49,223.57,159.82
2001-11-03 22:03:22.509000,L7,427.82,403.17,415.00,354.43,359.67,372.11,385.06,401.66,364.12,364.85,357.63,392.15,416.64,415.20,409.30,377.72,329.49,381.52,419.29,404.09,404.88,353.05,396.37,432.88,447.64,438.70,412.89,404.81,309.27,362.88,362.78,385.15,406.25,404.04
2002-03-11 22:03:55.334000,L7,,,,,,,,,,,,,,,,,,,,,,,,,207.82,233.51,229.32,,,,,,,
2003-03-21 22:09:27.545000,L7,420.10,482.91,495.09,495.18,477.77,465.37,405.82,507.17,495.81,485.13,431.91,522.83,488.24,478.55,482.74,514.33,428.05,426.33,410.38,406.73,412.96,454.72,461.82,474.37,486.91,488.95,492.36,495.04,479.27,472.73,464.79,458.28,449.71,455.38
2003-08-13 21:51:32.649000,L5,,,,,,243.22,265.88,256.38,182.43,163.70,172.93,204.59,190.21,183.67,263.96,257.14,257.87,255.09,257.66,266.65,270.60,272.95,286.18,293.84,302.28,303.14,286.93,309.62,298.29,283.45,273.31,216.25,,
2003-10-07 21:58:35.519000,L5,246.99,270.35,280.23,278.82,271.20,289.60,304.51,308.54,301.07,302.92,307.54,309.98,311.21,305.81,307.35,308.35,306.60,301.52,305.09,304.25,312.73,318.80,328.18,337.16,342.94,341.51,343.78,344.87,341.18,328.68,320.79,299.52,273.24,227.62
2003-11-17 21:52:57.120000,L5,297.99,309.95,309.32,312.08,314.55,344.52,364.55,351.00,337.72,333.68,330.12,328.62,331.73,342.65,333.07,333.54,322.94,324.19,328.70,332.62,343.34,347.04,360.21,379.16,386.96,383.76,384.66,378.14,358.84,349.52,337.26,331.08,311.40,293.50
2003-12-26 21:59:30.091000,L5,248.66,269.83,279.86,280.62,273.43,291.14,308.28,308.33,300.45,296.09,313.06,312.82,313.86,311.81,313.26,315.79,313.89,309.81,309.83,317.80,312.17,321.36,330.35,339.10,345.53,344.42,346.59,346.12,337.04,335.05,330.53,312.08,288.46,242.80
2004-01-20 21:53:24.777000,L5,256.28,276.40,287.06,283.18,277.10,294.37,314.74,314.88,307.67,306.12,309.16,310.35,311.52,309.51,310.54,312.89,305.52,304.10,299.57,310.16,318.34,326.53,338.17,342.23,352.31,355.21,358.43,356.84,346.43,334.61,327.45,308.97,287.63,235.47
2004-01-27 21:59:38.149000,L5,204.63,225.07,244.45,231.45,165.28,211.13,271.06,272.90,215.76,,,,264.83,266.08,257.22,263.22,261.76,260.19,260.24,268.63,276.07,284.08,295.15,300.40,318.26,315.48,318.25,318.48,309.44,294.66,283.66,256.76,,
2004-03-31 21:59:59.745000,L5,,,,,213.60,241.82,261.40,178.88,179.11,185.55,192.88,181.61,192.89,187.98,189.79,258.90,209.45,212.24,253.64,262.08,270.86,273.31,287.97,290.88,294.25,301.40,303.45,308.76,299.67,289.65,276.68,245.29,,
2004-04-25 21:54:35.260000,L5,,,,,,251.22,262.68,267.57,,,141.34,165.78,179.93,188.66,177.97,241.82,198.39,253.62,256.51,266.45,273.79,286.10,294.84,297.82,293.19,298.46,302.36,260.82,246.53,222.25,177.81,233.50,,
2004-05-02 22:00:57.398000,L5,,,,,,,,,,,161.92,194.50,185.49,178.50,173.78,257.69,256.26,257.64,260.60,272.67,274.58,278.52,281.70,291.78,282.58,303.92,299.15,308.66,301.75,285.95,280.98,232.00,,
2004-05-18 22:01:26.569000,L5,,,,,,,,,178.88,166.32,188.46,190.45,179.40,161.44,172.62,185.63,186.32,167.85,,,198.59,224.07,287.95,147.61,,201.99,224.25,217.78,296.44,287.57,272.44,210.30,,
2004-07-30 21:57:15.668000,L5,,,,,,,,,,,182.12,199.30,183.75,187.32,173.44,238.01,196.32,169.34,,,,,191.89,179.82,278.03,216.35,146.58,168.54,294.65,281.88,266.37,200.01,,
2004-07-30 21:57:39.499000,L5,,,,,,,,,,,193.83,199.17,182.64,184.18,161.36,239.84,195.20,167.64,,266.87,270.14,241.15,281.86,183.45,242.68,217.20,199.61,,292.98,281.16,264.13,195.82,,
2004-10-18 21:59:11.702000,L5,245.69,268.78,279.21,279.03,271.38,287.75,305.34,307.15,303.27,301.07,305.34,307.53,304.83,305.75,304.48,305.91,304.66,300.16,297.36,303.56,310.64,320.82,329.22,337.76,343.91,344.65,347.85,351.13,335.40,327.37,313.70,301.20,269.46,231.83
