dates,satname,nzd0024-0000,nzd0024-0001,nzd0024-0002,nzd0024-0003,nzd0024-0004,nzd0024-0005,nzd0024-0006,nzd0024-0007,nzd0024-0008,nzd0024-0009,nzd0024-0010
1999-08-17 22:10:26.276000,L7,359.24,358.95,430.71,440.98,241.92,288.56,168.08,446.63,452.25,327.71,337.21
1999-09-27 22:04:25.056000,L7,373.07,408.00,419.05,360.67,362.62,364.44,363.03,354.40,376.03,377.19,365.66
1999-10-04 22:10:38.131000,L7,310.16,,,,,,,,,,
1999-10-13 22:04:24.936000,L7,357.99,363.99,378.25,390.49,405.18,393.68,406.54,406.86,418.82,417.07,403.59
1999-11-14 22:04:18.343000,L7,334.76,343.16,347.78,358.22,358.34,362.66,360.83,332.22,263.47,373.50,361.29
1999-12-07 22:10:30.042000,L7,404.51,409.87,399.89,426.60,419.62,420.76,417.86,310.41,355.70,346.71,346.81
2000-02-09 22:10:19.398000,L7,431.33,458.43,451.73,463.22,453.90,456.79,457.50,456.57,463.98,453.53,442.74
2000-03-28 22:10:07.233000,L7,,410.97,,407.74,423.49,532.30,528.45,478.04,468.66,465.21,456.70
2000-04-29 22:09:53.797000,L7,454.72,455.85,495.20,496.74,488.02,490.26,508.96,483.13,497.20,492.96,479.77
2000-05-15 22:09:42.527000,L7,336.30,358.49,354.76,359.50,230.71,293.42,346.79,321.86,354.95,337.50,345.86
2000-08-03 22:08:44.137000,L7,267.57,345.70,410.73,420.54,415.63,417.38,421.82,442.54,423.71,414.69,355.63
2000-08-19 22:08:38.248000,L7,349.88,355.12,354.45,363.21,357.39,452.46,471.21,334.43,365.80,343.70,359.39
2000-09-04 22:08:22.800000,L7,412.23,417.12,424.44,434.38,434.13,420.79,416.96,350.37,330.47,371.67,371.34
2000-09-20 22:08:03.348000,L7,268.19,349.89,354.78,357.48,419.81,407.97,422.98,334.24,240.60,264.21,
2000-10-06 22:07:59.689000,L7,432.99,447.22,411.68,484.43,505.82,441.10,455.44,455.16,466.75,479.23,432.88
2000-11-07 22:07:53.532000,L7,420.21,427.29,443.54,437.38,433.43,357.40,396.06,435.45,432.54,423.75,370.21
2001-02-27 22:07:54.461000,L7,501.39,530.98,369.10,436.14,448.08,428.40,352.98,345.60,355.88,389.03,431.67
2001-03-15 22:07:52.114000,L7,,,,,,,383.26,387.59,392.97,,
2001-06-03 22:07:16.736000,L7,267.09,347.31,359.48,359.09,215.36,288.15,348.97,339.50,354.57,335.13,332.74
2001-06-19 22:07:05.722000,L7,,,,264.84,,,,219.31,227.14,,
2001-11-19 21:59:56.393000,L7,334.76,347.21,347.89,357.65,359.35,362.58,361.86,354.29,379.89,378.35,382.59
