dates,satname,nzd0370-0000,nzd0370-0001,nzd0370-0002,nzd0370-0003,nzd0370-0004,nzd0370-0005,nzd0370-0006,nzd0370-0007,nzd0370-0008,nzd0370-0009,nzd0370-0010,nzd0370-0011,nzd0370-0012,nzd0370-0013,nzd0370-0014,nzd0370-0015,nzd0370-0016
2004-04-25 21:53:23.341000,L5,,,,,207.26,227.19,234.29,251.29,249.34,259.57,268.76,241.16,250.56,230.99,193.25,189.68,
2004-05-18 22:00:14.650000,L5,267.53,255.72,231.36,178.76,210.72,230.95,243.13,260.12,252.85,264.06,272.13,252.50,262.35,239.23,203.50,,
2004-06-12 21:54:47.510000,L5,,,,,198.12,221.37,228.91,245.91,242.38,255.99,253.83,236.31,236.97,189.84,185.99,,
2004-09-23 22:03:38.248000,L5,,,,,,,,,272.69,286.79,296.90,283.85,294.24,278.87,246.32,267.86,255.59
2004-10-02 21:57:38.853000,L5,,,,,206.63,229.44,239.29,253.81,240.35,265.90,244.32,239.37,239.74,203.07,188.42,,
2004-11-10 22:04:35.857000,L5,274.83,269.33,242.72,209.32,230.75,261.81,277.90,281.51,278.44,286.38,293.89,273.33,292.98,279.39,241.10,255.90,250.86
2005-01-29 22:05:53.825000,L5,372.06,307.21,274.57,234.45,243.45,296.86,312.32,334.53,342.14,346.78,353.76,347.22,336.24,329.89,316.32,314.06,308.26
2005-02-23 22:00:07.370000,L5,,,,,188.00,226.30,252.95,250.40,265.36,275.43,285.30,209.59,278.93,261.84,225.95,231.17,234.48
2005-03-02 22:06:24.060000,L5,,,,,195.73,223.76,248.36,254.44,259.15,263.03,284.53,257.59,267.66,237.50,204.82,198.27,212.34
2005-03-11 22:00:19.764000,L5,,,,,209.63,237.89,251.32,262.59,264.43,272.54,276.65,263.51,269.17,210.56,209.19,217.85,229.06
2005-03-18 22:06:34.540000,L5,,,,,,,252.28,249.83,250.67,257.94,266.86,,,171.33,214.49,214.64,216.76
2005-03-27 22:00:27.368000,L5,,,,,196.29,228.04,248.94,261.13,262.63,269.96,278.83,253.98,270.60,243.46,213.84,202.84,217.77
2005-04-12 22:00:30.943000,L5,,,,,209.80,236.44,252.55,264.91,262.87,269.56,285.43,237.28,198.06,,,,
2005-05-05 22:06:49.678000,L5,333.69,305.76,285.50,257.54,254.32,304.03,301.65,310.99,299.68,300.38,314.96,298.42,305.06,300.33,257.90,269.18,259.29
2005-06-15 22:00:58.430000,L5,281.38,250.69,215.25,,210.05,229.54,247.20,256.79,251.00,257.60,271.36,242.17,251.85,230.95,199.83,,
2005-09-10 22:07:43.789000,L5,242.44,235.69,166.28,,,,258.67,264.94,265.65,278.42,270.95,260.40,257.81,232.15,200.87,214.77,217.32
2005-09-19 22:01:32.820000,L5,326.32,302.83,288.45,243.42,255.57,298.48,304.32,309.42,302.69,308.89,322.25,295.00,306.09,292.84,263.04,291.37,274.01
2005-10-05 22:01:29.249000,L5,327.15,299.97,278.46,254.94,260.67,295.07,305.26,310.94,310.79,313.62,322.92,298.32,309.89,295.05,260.76,285.90,278.75
2005-11-22 22:01:58.720000,L5,314.62,273.06,231.88,227.30,246.51,283.75,297.91,298.05,294.46,393.57,309.97,290.46,306.11,297.68,260.21,288.24,273.77
2006-01-25 22:03:29.142000,L5,341.61,307.34,294.82,298.81,282.28,307.94,318.46,319.09,318.65,321.93,338.22,312.80,322.66,306.88,285.14,308.00,288.48
2006-02-17 22:10:10.858000,L5,,,,,196.26,220.08,231.25,246.06,241.90,234.58,219.29,246.71,256.85,228.00,211.45,203.83,217.70
2006-06-25 22:12:20.185000,L5,287.05,254.83,236.83,,,,245.67,263.68,262.06,274.51,278.79,257.20,264.54,237.20,188.59,,
2006-08-21 22:06:55.521000,L5,,,,,205.88,228.29,232.97,242.86,236.08,253.55,248.12,229.65,251.15,225.65,196.43,,
2006-08-28 22:13:11.682000,L5,,,,,209.13,234.35,256.14,262.00,241.19,261.68,255.87,236.98,244.88,207.49,206.07,,214.98
2006-09-13 22:13:23.482000,L5,,,,,195.13,226.16,245.58,253.60,268.24,281.82,285.54,268.46,278.54,230.21,213.35,163.94,231.69
2006-10-24 22:07:38.411000,L5,321.33,306.08,295.02,264.82,266.06,287.84,297.76,304.04,304.04,315.70,330.05,310.24,322.54,311.34,263.68,293.10,283.18
2006-10-31 22:13:53.251000,L5,,,,,180.24,205.83,239.15,264.53,258.10,271.50,283.76,260.97,281.67,231.21,209.16,157.77,215.02
2007-02-04 22:14:33.490000,L5,312.97,279.85,265.09,236.80,246.07,289.49,303.49,312.11,305.12,300.93,318.07,289.88,308.14,289.11,255.12,285.42,277.06
2007-02-13 22:08:23.117000,L5,,,,,193.06,221.05,240.39,236.07,256.78,242.75,282.00,244.46,271.64,238.57,203.37,163.21,
2007-09-09 22:06:33.244000,L5,338.93,316.19,303.98,299.69,255.29,290.29,295.09,303.34,303.38,314.59,326.38,309.04,322.51,305.98,284.07,278.62,274.12
2007-10-02 22:12:30.868000,L5,,,,,202.87,224.05,223.82,223.43,230.83,273.09,274.56,262.41,266.15,238.67,209.68,,
2009-01-24 22:04:54.778000,L5,303.50,289.69,261.90,221.48,234.37,276.96,292.30,302.55,309.24,322.63,331.06,310.47,325.03,311.81,270.93,283.96,279.48
2010-02-21 22:04:20.664000,L5,,,,,198.12,225.22,235.23,241.78,228.00,220.87,273.17,239.51,265.38,231.72,202.22,,
2010-12-29 22:09:29.646000,L5,307.10,285.93,269.49,244.12,249.96,284.15,297.16,300.04,292.79,310.14,316.93,297.56,313.12,299.77,261.47,285.22,281.06
2011-01-07 22:03:20.155000,L5,307.53,288.48,265.21,231.99,238.07,272.81,289.57,301.06,298.03,312.47,321.40,300.18,313.93,296.62,250.49,266.26,270.90
2011-01-23 22:03:20.850000,L5,314.85,291.54,270.39,236.46,243.18,277.12,293.39,303.92,299.38,312.81,321.60,298.23,311.44,295.29,257.29,273.83,270.81
2011-02-08 22:03:23.241000,L5,324.49,292.62,273.21,235.34,239.85,271.89,288.55,301.93,304.87,317.78,324.67,306.84,313.49,308.14,255.22,267.46,264.66
2011-02-15 22:09:34.535000,L5,284.59,269.33,254.96,218.12,223.11,277.06,289.69,295.13,301.74,321.89,332.94,314.39,330.70,312.10,283.25,293.52,289.43
2011-03-12 22:03:19.303000,L5,,,,,203.59,224.01,238.17,247.95,232.86,246.89,270.65,242.09,255.81,236.12,203.16,,
2013-05-11 22:21:31.047000,L8,,,,222.21,212.04,237.27,243.08,266.27,257.82,268.16,280.33,254.28,271.72,246.03,204.84,206.04,
2013-05-27 22:21:38.875000,L8,,,,223.46,221.90,244.52,249.31,269.09,261.91,263.61,284.08,253.53,271.00,244.98,203.32,,
2013-06-05 22:15:27.079000,L8,,,,,214.09,241.22,242.35,265.25,247.08,261.39,276.17,234.70,263.27,236.14,196.38,,
2013-07-14 22:21:34.493000,L8,,,,,199.92,243.10,243.90,267.49,247.45,268.11,275.89,243.43,266.40,241.15,200.18,210.03,
2013-09-16 22:21:33.422000,L8,269.54,265.60,235.19,224.02,238.93,249.58,262.69,277.73,277.23,281.06,293.68,272.92,283.24,260.94,215.71,226.42,232.01
2013-10-18 22:21:25.531000,L8,,252.02,186.71,221.87,226.25,247.34,263.16,274.60,273.70,278.18,291.43,268.88,276.92,257.31,215.80,200.57,201.94
2013-11-12 22:15:08.029000,L8,302.72,299.49,292.54,277.15,255.69,291.58,301.96,312.07,310.50,317.05,327.76,310.08,325.21,315.87,271.65,294.96,280.12
2013-12-14 22:14:57.422000,L8,348.40,347.56,355.46,366.73,427.86,384.16,371.45,379.52,409.50,363.83,369.02,383.76,371.37,364.03,366.50,363.55,348.42
2013-12-21 22:21:03.131000,L8,205.31,,,213.74,220.52,249.78,265.45,280.03,282.35,285.48,300.59,269.29,289.36,269.34,222.04,220.28,231.27
2014-02-07 22:20:33.142000,L8,313.14,302.77,298.33,292.19,258.58,287.54,296.11,316.52,309.08,315.81,332.39,304.22,321.97,301.25,266.37,285.99,278.02
2014-02-16 22:14:14.638000,L8,,,,,211.58,232.48,241.20,254.54,224.84,231.83,236.26,243.28,278.17,214.78,212.87,177.41,178.44
2014-03-20 22:13:49.616000,L8,310.70,302.70,294.16,280.04,262.84,282.74,299.14,306.13,305.33,311.74,324.37,298.67,307.55,299.34,260.41,284.92,273.49
2014-05-14 22:19:08.687000,L8,,,,,206.90,234.91,238.54,243.01,223.00,227.40,237.59,230.10,217.46,194.19,191.87,,
2014-05-30 22:19:10.974000,L8,,,,,,219.88,229.68,234.71,217.70,228.41,226.46,231.47,252.27,197.40,193.80,,
2014-07-26 22:13:18.997000,L8,,,,,204.16,245.31,253.11,260.81,252.80,264.83,277.92,238.40,263.50,241.56,200.98,,
2014-09-28 22:13:32.732000,L8,264.12,263.30,246.46,237.80,235.48,250.50,270.35,281.81,284.15,286.97,299.76,279.13,285.60,270.74,226.60,226.72,225.46
2014-10-14 22:13:38.532000,L8,217.50,202.10,238.88,232.85,237.73,248.33,270.50,280.36,282.62,285.48,298.93,272.59,285.68,271.10,223.40,222.62,214.24
2014-11-06 22:19:49.237000,L8,340.80,327.45,339.53,337.36,406.19,356.27,319.63,334.37,324.00,330.72,347.17,346.94,345.19,335.60,337.17,325.21,329.93
2014-11-22 22:19:45.715000,L8,316.36,307.35,297.22,290.23,270.50,284.14,309.24,320.83,317.68,320.06,330.23,314.95,324.21,321.32,266.39,304.65,309.04
2014-12-01 22:13:36.144000,L8,307.08,304.22,297.53,288.97,272.32,301.04,302.86,319.73,320.78,325.60,330.36,310.13,320.02,312.76,281.58,301.82,280.21
2015-01-25 22:19:32.598000,L8,309.03,299.27,291.20,276.95,257.62,284.03,298.63,308.42,305.95,318.41,327.76,302.29,315.38,301.10,264.82,277.85,278.62
2015-02-10 22:19:26.793000,L8,,,242.79,232.32,239.62,251.21,270.92,283.64,286.25,290.63,302.76,276.71,292.84,279.36,231.87,226.40,231.28
2015-02-19 22:13:13.545000,L8,352.52,352.54,348.58,372.49,375.74,420.10,372.63,404.99,413.75,416.38,430.65,385.26,432.58,444.61,436.18,421.08,358.91
2015-02-26 22:19:22.786000,L8,251.91,,236.83,228.48,243.19,248.48,266.15,280.83,280.16,284.13,300.79,273.26,287.56,274.52,222.30,224.62,223.09
2015-03-14 22:19:11.321000,L8,313.96,303.77,296.50,288.57,262.65,283.11,294.21,304.40,299.99,312.09,319.95,305.61,309.95,297.84,258.91,271.19,271.41
2015-04-15 22:18:58.633000,L8,320.44,315.45,304.56,300.44,278.16,287.47,316.61,317.06,325.20,319.54,335.30,306.40,313.10,305.12,272.81,272.28,370.04
2015-05-26 22:12:28.969000,L8,,175.11,238.92,225.07,221.65,243.12,253.14,266.37,269.72,268.27,283.91,266.41,267.55,249.31,198.04,,
2015-07-20 22:19:10.496000,L8,,,,219.72,216.70,247.02,248.94,262.50,257.60,266.02,274.77,251.38,261.19,240.55,200.52,202.47,
2015-08-05 22:19:12.883000,L8,,,,,,,249.11,260.48,244.87,267.85,273.98,251.91,267.48,243.27,204.72,218.31,
2015-09-06 22:19:26.774000,L8,268.66,268.21,243.63,223.41,219.64,238.83,254.07,268.59,269.24,273.63,280.10,,269.49,252.83,209.37,215.88,205.30
2015-10-24 22:19:40.609000,L8,285.30,244.94,250.56,232.30,236.20,264.13,275.31,286.82,286.47,286.37,298.98,278.99,289.64,279.98,234.99,230.91,229.24
2015-12-27 22:19:43.199000,L8,,222.78,242.42,222.31,214.43,249.29,272.64,284.29,286.33,288.55,301.06,274.95,289.74,275.48,229.21,225.47,226.39
2016-01-05 22:13:29.107000,L8,304.97,306.05,297.55,287.33,257.28,283.75,298.64,311.35,308.18,314.93,325.36,301.38,311.96,303.93,261.85,281.79,282.18
2016-02-06 22:13:25.747000,L8,330.43,324.21,338.15,339.30,322.81,316.04,324.40,325.38,329.85,335.14,343.43,329.13,330.34,331.19,297.04,321.41,308.69
2016-02-13 22:19:32.514000,L8,310.16,302.75,295.64,286.62,261.79,284.08,298.08,306.01,304.41,308.80,322.40,296.84,306.17,298.62,259.70,272.30,276.43
2016-04-17 22:19:09.462000,L8,312.87,306.03,298.46,290.40,261.92,277.75,288.75,307.72,298.83,305.00,312.26,297.26,300.94,295.80,254.04,268.63,259.04
2016-06-04 22:19:16.236000,L8,,,,,,,245.35,259.90,239.29,259.36,279.12,242.97,265.89,240.91,196.00,,
2016-06-13 22:13:06.505000,L8,,,,,,,,263.12,250.42,255.08,252.32,186.45,225.03,,,,
2016-07-06 22:19:29.332000,L8,,,,,,,240.58,263.54,251.39,264.30,278.91,256.19,268.47,244.71,196.85,,
2016-08-07 22:19:37.341000,L8,,,,,,,255.05,265.83,265.58,271.20,281.90,255.78,269.09,250.52,204.15,172.33,183.78
2016-09-08 22:19:48.652000,L8,,253.67,233.17,,,193.99,259.63,265.45,265.57,273.32,282.68,,265.01,248.45,206.49,163.62,192.86
2016-12-29 22:19:49.454000,L8,254.50,267.48,242.31,216.98,229.20,253.23,274.35,282.35,282.90,284.44,298.32,274.23,287.86,270.49,226.25,222.55,223.82
2017-01-23 22:13:31.167000,L8,314.88,304.85,302.70,293.61,278.81,298.50,311.53,316.86,315.21,315.61,326.58,317.46,323.49,320.51,269.28,284.36,283.02
2017-02-15 22:19:31.641000,L8,309.84,302.27,294.82,285.10,265.82,282.90,296.08,308.88,301.19,305.38,322.25,298.15,307.72,300.16,261.87,275.49,275.28
2017-02-24 22:13:17.856000,L8,,,,,,228.86,238.44,242.25,,,,245.13,263.05,214.37,201.09,167.81,162.02
2017-04-20 22:18:59.237000,L8,,,,,,,,,165.01,209.14,240.77,209.67,250.22,185.56,,,
2017-06-07 22:19:15.026000,L8,,,,,174.47,243.73,248.51,268.62,267.81,272.47,284.25,258.19,269.51,246.82,197.94,212.71,
2017-06-16 22:13:07.683000,L8,,,,,176.19,243.06,247.75,262.90,252.40,254.75,276.33,253.68,261.03,241.93,191.47,,
2017-07-25 22:19:30.661000,L8,,,179.04,194.59,214.50,246.27,254.13,251.93,,236.59,272.84,257.49,253.35,232.26,198.14,,
2017-08-03 22:13:23.788000,L8,,,,,,,,,,267.56,282.66,265.90,267.25,252.78,206.33,219.15,168.77
2017-11-30 22:19:44.301000,L8,240.18,220.18,247.53,226.03,234.96,247.91,274.66,283.20,286.58,287.05,301.63,278.56,289.67,280.78,233.14,230.08,225.62
2018-01-17 22:19:37.247000,L8,,,241.25,226.55,226.49,251.81,272.30,280.75,282.73,289.39,298.70,,,,,,
2018-01-26 22:13:21.037000,L8,,,,216.98,222.59,248.17,268.20,278.83,280.98,284.10,298.17,268.83,287.58,273.74,227.25,222.61,221.77
2018-02-02 22:19:27.675000,L8,298.84,291.30,284.33,283.41,254.62,278.09,293.69,309.62,298.45,304.65,318.03,386.97,413.21,395.51,262.18,281.87,280.84
2018-02-18 22:19:22.544000,L8,,,,221.92,223.95,246.69,261.15,276.61,276.16,278.64,290.48,270.30,281.87,270.40,222.81,219.65,220.16
2018-04-07 22:18:58.809000,L8,,176.72,181.12,223.69,223.39,243.02,252.81,177.95,272.19,276.39,289.00,270.04,278.18,265.42,216.57,219.23,207.95
2018-05-02 22:12:33.692000,L8,,,,,214.02,238.58,243.21,247.88,240.57,229.73,279.78,248.96,269.21,244.42,197.79,,
2018-06-19 22:12:21.473000,L8,,,,,197.09,245.26,247.08,267.62,263.06,270.96,284.59,,270.33,252.86,199.14,211.64,
2018-08-22 22:12:54.367000,L8,,,,,205.44,248.71,250.10,263.50,260.16,269.03,284.00,242.82,273.81,253.51,207.80,221.43,199.28
2018-08-29 22:19:08.064000,L8,,,,,201.59,246.97,254.93,261.10,258.85,266.52,280.36,246.77,271.74,251.51,208.66,220.12,203.59
2018-09-14 22:19:12.891000,L8,,279.56,243.54,228.85,216.81,253.04,262.13,269.80,271.94,276.57,286.41,271.62,283.95,264.69,222.90,224.72,219.04
2018-11-10 22:13:20.844000,L8,216.35,270.39,241.01,255.59,230.48,252.85,272.54,279.47,285.04,285.53,300.34,277.36,294.17,277.68,234.47,223.80,225.74
2019-01-04 22:19:27.588000,L8,308.40,313.18,342.42,289.87,256.53,303.49,303.32,310.62,309.39,321.54,341.15,320.75,337.58,325.17,299.96,307.70,337.56
2019-02-14 22:13:09.296000,L8,213.17,,236.61,227.17,225.08,248.54,262.99,271.96,274.09,279.16,295.35,270.44,285.29,270.49,225.84,224.02,223.38
2019-03-02 22:13:05.126000,L8,,178.25,243.71,227.64,229.39,247.60,265.47,276.16,276.25,280.43,297.69,271.78,287.28,274.22,228.04,225.79,223.62
2019-04-03 22:12:56.485000,L8,262.59,269.82,244.34,212.40,219.64,237.92,,,,226.94,283.66,246.50,271.36,239.43,200.55,,
2019-05-05 22:12:52.815000,L8,,,,,220.08,243.10,250.84,257.47,260.47,246.19,285.25,245.87,271.12,253.71,201.51,,
2019-06-06 22:13:11.112000,L8,,,,,183.25,243.10,242.82,251.54,248.89,227.31,272.01,244.77,255.33,233.02,184.24,,
2019-06-29 22:19:29.514000,L8,,,,,190.77,242.29,241.48,242.93,240.53,226.38,256.12,234.46,253.48,198.61,184.85,,
2019-07-24 22:13:24.827000,L8,,,,,222.09,245.16,247.65,253.87,241.96,250.14,273.90,243.91,260.79,238.33,190.83,,
2019-07-31 22:19:38.682000,L8,,,,,,,220.10,250.01,243.63,250.39,274.15,249.25,259.37,239.41,198.00,206.76,
2019-08-25 22:13:35.591000,L8,,,,,,,248.69,263.17,260.01,266.74,284.40,,271.90,254.12,216.26,175.62,211.95
2019-09-17 22:19:53.101000,L8,,,,223.16,220.18,244.05,247.95,261.34,262.34,266.54,283.59,256.79,250.93,254.37,212.49,223.51,206.84
2019-10-12 22:13:48.022000,L8,214.62,184.67,225.93,215.71,229.52,248.64,242.04,267.28,271.21,273.16,288.65,268.70,276.32,263.04,215.02,183.95,203.31
2019-10-19 22:19:59.334000,L8,,267.97,238.78,214.72,230.65,248.52,261.94,271.07,273.55,273.33,287.48,271.06,281.79,251.57,216.28,181.90,211.26
2019-10-28 22:13:48.433000,L8,,,,,,,,,267.18,267.17,288.00,270.76,285.68,273.00,221.95,199.85,214.84
2019-12-22 22:19:51.609000,L8,,264.39,239.34,212.21,227.04,249.99,263.85,277.51,276.92,280.95,296.13,273.66,286.24,272.40,226.09,219.34,222.80
2020-01-16 22:13:34.872000,L8,,,,232.95,220.82,246.34,265.87,278.60,284.04,281.71,298.61,270.83,287.24,272.15,225.24,201.66,222.55
2020-01-23 22:19:43.708000,L8,,,,225.99,215.43,241.25,259.22,276.29,277.15,280.80,294.95,263.66,283.58,266.28,222.48,208.07,217.97
2020-02-08 22:19:38.701000,L8,,,,,221.18,248.36,265.53,280.87,277.76,280.31,294.96,277.50,287.54,218.38,,,230.91
2020-02-24 22:19:34.962000,L8,,,,,209.05,239.21,241.40,269.46,221.75,247.79,252.99,244.60,283.25,264.36,217.08,219.77,218.55
2020-03-04 22:13:20.890000,L8,,,,223.51,213.72,247.47,260.21,272.53,274.44,277.43,291.84,270.37,284.33,271.25,221.56,213.30,218.73
2020-03-27 22:19:19.905000,L8,,269.16,243.71,230.62,229.80,252.65,262.07,270.49,274.76,278.04,293.96,272.24,283.49,272.71,222.91,225.43,222.57
2020-04-28 22:19:04.733000,L8,,,,218.63,221.48,246.59,259.10,265.61,269.68,266.51,287.17,264.65,275.33,258.02,210.93,216.57,179.76
2020-05-30 22:19:04.718000,L8,,,,217.02,218.94,242.66,245.69,262.64,256.94,260.22,280.18,252.31,267.13,244.85,200.86,206.78,
2020-07-01 22:19:22.742000,L8,,,,,,241.65,250.09,245.26,246.76,253.52,269.82,245.50,261.98,236.18,197.64,,
2020-07-17 22:19:28.765000,L8,,,,,198.61,246.71,254.90,260.08,255.93,264.19,281.46,265.47,268.57,246.29,205.60,218.19,
2020-07-26 22:13:20.488000,L8,,,,,,242.18,246.44,248.33,239.27,253.61,263.57,242.11,257.50,201.06,191.07,,
2020-08-11 22:13:23.493000,L8,,,,,,,,261.70,256.67,262.54,275.24,254.08,259.78,242.73,203.99,209.39,
2020-09-19 22:19:51.801000,L8,256.78,211.55,239.28,223.14,218.82,243.83,259.11,264.65,269.24,270.05,288.80,,273.71,257.00,214.35,223.38,215.82
2020-10-14 22:13:44.927000,L8,254.88,271.66,248.20,260.00,227.71,251.19,268.73,276.30,285.49,284.22,299.40,273.68,287.97,275.67,227.77,225.50,221.55
2020-10-21 22:19:55.676000,L8,252.90,270.59,243.62,213.86,224.92,251.13,267.26,274.67,273.65,278.05,291.42,270.83,284.78,270.82,227.46,221.89,218.96
2020-12-24 22:19:54.582000,L8,248.68,268.52,241.05,215.79,225.84,249.34,266.47,277.49,275.78,279.74,291.98,272.05,287.45,272.52,226.03,221.99,223.74
2021-01-25 22:19:43.984000,L8,302.23,294.12,290.88,288.00,259.25,299.39,303.88,306.32,315.69,305.54,325.97,317.79,325.25,318.08,275.24,276.26,282.26
2021-02-03 22:13:32.068000,L8,249.56,263.68,238.32,225.97,222.10,247.87,270.74,280.39,283.49,281.96,296.72,278.99,286.87,281.31,227.33,225.34,225.24
2021-02-10 22:19:41.369000,L8,246.23,,,,,,,,,,,249.88,269.73,258.09,221.22,202.01,202.96
2021-02-19 22:13:27.767000,L8,313.32,301.09,299.26,295.94,260.90,305.52,300.19,305.14,309.16,309.14,321.56,311.84,316.74,305.88,276.07,281.57,277.68
2021-03-23 22:13:13.154000,L8,259.53,274.13,244.12,226.83,230.85,252.58,266.65,277.60,277.88,278.52,292.82,275.15,284.72,273.69,224.43,223.94,222.58
2021-05-26 22:13:06.904000,L8,324.16,312.54,325.91,314.63,276.87,282.62,319.09,422.56,413.29,407.20,427.68,357.28,328.53,318.92,302.73,265.86,264.08
2021-06-02 22:19:21.079000,L8,,,,,216.79,238.43,238.81,240.39,243.52,227.02,271.51,236.72,252.09,198.71,187.32,,
2021-08-30 22:13:38.062000,L8,,,,,,,251.29,263.83,260.50,270.24,280.70,249.00,265.26,251.14,206.70,220.27,202.51
2021-09-06 22:19:50.994000,L8,306.53,301.01,299.33,291.83,248.15,275.74,282.45,293.32,291.70,295.88,309.10,309.03,285.34,,,,
2021-11-02 22:13:50.004000,L8,236.84,271.06,244.37,268.04,226.92,255.70,273.73,278.21,279.84,281.74,291.97,271.45,285.67,270.60,223.55,225.76,220.88
2021-11-06 22:14:23.901000,L9,300.85,297.34,300.30,298.66,258.07,296.01,299.00,304.78,316.12,303.05,315.69,304.13,317.93,303.48,262.53,285.66,277.93
2021-11-16 22:19:19.756000,L9,244.97,265.28,237.77,214.06,221.63,247.26,261.30,272.70,270.66,276.29,281.05,258.40,279.66,250.00,220.87,211.81,221.02
2021-11-18 22:13:44.611000,L8,247.55,273.88,246.61,222.44,232.86,248.20,267.52,278.61,274.95,278.92,287.42,268.24,285.75,272.79,226.26,225.10,224.65
