dates,satname,nzd0134-0000,nzd0134-0001,nzd0134-0002,nzd0134-0003
1999-08-26 22:04:44.971000,L7,325.93,309.62,272.73,313.14
1999-09-27 22:04:48.949000,L7,325.92,360.94,357.73,321.25
1999-10-22 21:58:28.758000,L7,327.86,263.48,267.63,241.58
1999-11-14 22:04:42.286000,L7,328.55,309.87,336.71,317.28
1999-12-25 21:58:52.197000,L7,344.18,310.50,327.80,336.32
2000-03-30 21:58:09.573000,L7,210.35,307.98,328.51,310.89
2000-03-30 21:58:33.541000,L7,324.65,311.09,331.31,314.26
2000-05-24 22:03:46.662000,L7,,310.23,327.53,318.11
2000-08-12 22:02:54.094000,L7,330.81,320.58,337.75,330.44
2000-09-06 21:56:22.949000,L7,322.47,214.20,,
2000-09-13 22:02:26.190000,L7,325.54,319.34,334.85,325.65
2000-09-22 21:56:05.544000,L7,321.03,313.26,259.66,314.72
2000-09-22 21:56:29.431000,L7,217.75,,191.73,237.51
2001-01-03 22:02:12.432000,L7,314.97,304.84,,305.10
2001-01-12 21:56:06.772000,L7,332.96,308.34,157.57,315.04
2001-02-13 21:56:03.778000,L7,291.48,304.20,,
2001-03-01 21:55:57.624000,L7,229.23,285.18,252.11,
2001-03-01 21:56:21.596000,L7,243.10,295.92,324.86,306.83
2001-03-17 21:56:16.575000,L7,326.00,320.04,333.94,261.76
2001-03-24 22:01:59.719000,L7,318.17,311.23,334.89,320.10
2001-06-05 21:55:16.607000,L7,,314.21,323.03,320.42
2001-06-05 21:55:40.577000,L7,176.43,314.94,327.02,322.06
2001-08-08 21:55:01.113000,L7,,,340.85,358.71
2001-08-15 22:00:38.680000,L7,358.05,366.20,371.85,384.77
2001-08-24 21:54:24.664000,L7,329.58,318.36,332.46,324.52
2001-09-09 21:54:12.928000,L7,324.54,312.41,256.70,224.83
2001-09-25 21:54:04.740000,L7,312.18,305.54,254.76,
2001-10-02 22:00:04.650000,L7,324.94,306.74,254.06,181.37
2001-10-11 21:53:46.024000,L7,317.34,,,
2001-10-11 21:54:09.862000,L7,320.13,305.35,,
2001-11-03 22:00:10.954000,L7,330.11,310.86,355.23,325.78
2001-12-30 21:54:13.275000,L7,332.38,320.47,345.60,324.57
2002-01-22 22:00:40.906000,L7,314.81,256.10,211.77,309.69
2002-01-31 21:54:26.647000,L7,341.49,320.22,352.89,324.38
2002-01-31 21:54:50.570000,L7,335.18,324.49,356.20,327.01
2002-02-16 21:54:54.191000,L7,,,313.96,297.03
2002-04-12 22:00:37.812000,L7,328.42,313.72,356.27,333.98
2002-04-28 22:00:38.357000,L7,191.86,223.13,321.38,311.15
2002-05-23 21:54:18.991000,L7,329.29,321.41,334.57,329.74
2002-06-15 22:00:19.658000,L7,319.73,312.29,318.61,170.46
2002-06-24 21:54:28.353000,L7,330.22,322.66,343.55,325.33
2002-07-17 22:00:08.747000,L7,370.85,366.42,338.24,323.30
2002-08-18 21:59:57.690000,L7,404.36,309.52,343.12,316.88
2002-08-27 21:53:36.267000,L7,330.51,320.30,286.43,321.32
2002-08-27 21:54:00.253000,L7,299.63,290.38,263.46,292.62
2002-10-14 21:53:19.813000,L7,292.43,,,
2002-10-14 21:53:43.769000,L7,305.22,304.39,,
2002-10-21 21:59:36.443000,L7,361.05,368.64,445.76,445.39
2002-11-06 21:59:41.879000,L7,339.16,305.68,343.15,337.22
2002-12-01 21:54:16.937000,L7,272.09,309.05,,
2002-12-24 22:00:09.147000,L7,321.00,308.01,337.29,316.34
2003-01-18 21:54:06.301000,L7,326.36,320.13,321.38,311.13
2003-01-18 21:54:30.278000,L7,325.39,311.93,319.08,308.91
2003-01-25 22:00:18.779000,L7,325.48,309.15,332.94,316.18
2003-03-23 21:54:16.760000,L7,324.05,311.21,328.07,200.95
2003-03-23 21:54:40.711000,L7,322.90,308.48,250.82,311.34
2003-05-10 21:54:22.508000,L7,330.45,320.42,341.27,331.43
2003-05-10 21:54:46.466000,L7,327.27,318.75,335.83,326.23
2003-07-21 21:42:09.884000,L5,346.09,328.32,338.00,329.03
2003-08-06 21:42:27.230000,L5,350.10,325.86,335.19,320.94
2003-08-13 21:48:45.123000,L5,325.49,295.00,317.52,305.35
2003-09-30 21:49:30.432000,L5,315.04,296.23,314.46,297.22
2003-10-25 21:43:40.253000,L5,339.48,314.65,320.00,306.55
2003-11-17 21:50:09.452000,L5,315.29,298.64,313.20,319.70
2004-02-14 21:44:33.705000,L5,329.10,306.86,325.33,309.84
2004-02-21 21:50:47.082000,L5,317.45,301.68,322.64,308.53
2004-03-01 21:44:38.581000,L5,322.66,300.44,318.81,305.02
2004-04-02 21:44:54.996000,L5,334.98,316.48,334.14,319.20
2004-04-18 21:45:25.586000,L5,323.51,317.93,333.56,193.02
2004-05-04 21:45:52.076000,L5,192.54,298.94,325.12,247.37
2004-05-20 21:46:20.465000,L5,331.22,314.36,332.47,319.14
2004-06-05 21:46:48.916000,L5,338.76,326.39,343.54,327.05
2004-06-12 21:53:11.618000,L5,337.33,316.18,342.06,322.93
2004-07-07 21:47:45.207000,L5,328.14,306.50,334.58,319.30
2004-07-23 21:48:09.192000,L5,335.75,318.83,337.83,312.40
2004-07-30 21:54:28.143000,L5,320.22,308.25,333.01,323.16
2004-09-09 21:49:19.975000,L5,326.92,308.31,330.24,312.20
2004-09-16 21:55:41.721000,L5,316.37,300.54,325.74,
2004-09-25 21:49:43.196000,L5,325.86,311.78,322.43,307.41
2004-10-18 21:56:23.891000,L5,221.12,192.84,223.78,
2004-11-03 21:56:42.977000,L5,309.73,287.14,308.02,
2004-11-19 21:56:55.269000,L5,401.29,380.18,391.79,383.69
2005-01-15 21:51:45.464000,L5,346.57,328.38,343.05,320.94
2005-02-07 21:58:15.209000,L5,340.74,322.59,336.35,
2005-02-23 21:58:31.621000,L5,318.67,306.29,330.32,311.58
2005-03-11 21:58:44.158000,L5,327.08,305.33,330.50,316.61
2005-03-27 21:58:51.619000,L5,311.52,299.36,326.83,311.87
2005-04-12 21:58:55.193000,L5,313.04,299.94,328.15,313.06
2005-05-07 21:52:53.005000,L5,192.05,253.44,332.21,316.39
2005-05-23 21:53:00.685000,L5,185.08,297.61,328.66,319.89
2005-06-08 21:53:09.034000,L5,335.15,308.17,334.42,324.47
2005-07-17 21:59:35.576000,L5,159.74,241.39,322.04,314.19
2005-07-26 21:53:30.504000,L5,172.32,294.39,328.58,310.65
2006-02-03 21:55:55.062000,L5,318.43,299.52,329.73,
2006-02-19 21:56:15.936000,L5,331.71,315.08,333.00,271.61
2006-04-08 21:57:12.628000,L5,316.53,296.62,322.81,296.88
2006-04-15 22:03:30.798000,L5,314.48,297.73,331.98,315.09
2006-05-17 22:03:57.969000,L5,189.70,300.86,331.99,311.77
2006-06-02 22:04:12.415000,L5,339.07,312.97,347.81,335.51
2006-06-27 21:58:24.681000,L5,177.89,299.54,336.33,317.49
2006-07-04 22:04:41.660000,L5,,296.88,324.67,306.94
2006-12-11 22:06:52.177000,L5,353.11,336.78,348.46,324.05
2007-02-13 22:06:47.368000,L5,320.84,296.86,327.01,291.35
2007-09-18 21:58:42.182000,L5,313.66,314.53,328.06,329.15
2008-02-16 22:02:22.163000,L5,353.33,323.30,339.83,326.53
2008-10-29 21:55:24.451000,L5,,,312.59,319.90
2008-12-25 21:50:10.387000,L5,359.28,343.32,357.83,346.28
2009-02-02 21:57:22.411000,L5,316.01,289.55,314.72,
2010-01-13 21:56:25.416000,L5,366.38,355.23,366.67,352.52
2010-02-21 22:02:44.773000,L5,336.54,312.34,337.27,304.49
2010-10-28 21:55:27.339000,L5,334.79,324.00,319.76,307.97
2010-11-13 21:55:25.438000,L5,341.22,326.73,323.83,307.79
2010-12-31 21:55:32.560000,L5,403.15,341.30,354.92,339.16
