dates,satname,nzd0412-0000,nzd0412-0001,nzd0412-0002,nzd0412-0003,nzd0412-0004,nzd0412-0005,nzd0412-0006,nzd0412-0007,nzd0412-0008,nzd0412-0009,nzd0412-0010,nzd0412-0011,nzd0412-0012,nzd0412-0013,nzd0412-0014,nzd0412-0015,nzd0412-0016,nzd0412-0017,nzd0412-0018,nzd0412-0019,nzd0412-0020,nzd0412-0021,nzd0412-0022,nzd0412-0023,nzd0412-0024,nzd0412-0025,nzd0412-0026,nzd0412-0027,nzd0412-0028,nzd0412-0029,nzd0412-0030,nzd0412-0031,nzd0412-0032,nzd0412-0033,nzd0412-0034,nzd0412-0035,nzd0412-0036,nzd0412-0037,nzd0412-0038,nzd0412-0039,nzd0412-0040,nzd0412-0041,nzd0412-0042,nzd0412-0043,nzd0412-0044,nzd0412-0045,nzd0412-0046,nzd0412-0047,nzd0412-0048,nzd0412-0049,nzd0412-0050,nzd0412-0051,nzd0412-0052,nzd0412-0053,nzd0412-0054,nzd0412-0055,nzd0412-0056,nzd0412-0057,nzd0412-0058,nzd0412-0059,nzd0412-0060,nzd0412-0061,nzd0412-0062,nzd0412-0063,nzd0412-0064,nzd0412-0065,nzd0412-0066,nzd0412-0067,nzd0412-0068,nzd0412-0069
2000-08-05 21:58:44.520000,L7,314.24,434.25,466.02,473.40,467.19,471.71,454.31,453.98,458.35,459.96,460.63,460.94,464.47,480.21,477.01,438.96,473.86,479.76,476.63,473.10,476.52,478.71,482.71,487.88,480.72,494.33,487.70,488.73,487.44,487.17,474.66,475.14,480.39,476.80,444.84,477.31,450.65,361.31,368.57,374.45,367.68,483.73,491.65,496.19,496.12,497.44,456.79,374.40,386.84,375.82,372.60,386.45,403.50,385.98,392.25,304.68,310.47,320.09,330.05,338.34,357.28,353.89,409.75,490.51,461.11,503.64,481.80,471.39,520.83,
2000-09-06 21:58:22.821000,L7,309.92,303.21,300.41,303.52,312.26,319.37,335.67,341.14,337.96,309.56,290.31,286.47,289.24,302.61,295.88,287.59,288.70,264.63,248.29,270.20,286.15,296.78,301.04,308.03,314.42,322.76,320.18,333.01,321.39,346.68,344.34,347.30,338.86,349.22,344.93,351.60,357.02,360.72,361.87,376.02,377.18,375.11,374.36,367.82,369.64,363.19,370.85,369.59,382.65,372.92,369.31,382.66,370.02,380.45,384.73,357.09,315.94,324.69,329.32,334.37,356.78,350.35,411.93,414.97,400.85,418.87,403.24,415.99,442.69,
2000-10-08 21:58:00.300000,L7,306.78,300.40,296.29,304.13,316.18,325.12,334.37,341.23,338.44,310.94,287.27,279.86,276.79,290.13,288.83,289.01,289.71,271.44,254.65,285.74,299.71,311.80,318.47,313.82,315.36,315.19,319.43,319.04,317.69,340.74,338.23,342.63,468.42,470.27,472.14,350.21,361.07,358.45,361.04,371.00,374.20,487.66,492.19,496.75,491.26,492.50,482.73,374.80,382.71,374.56,369.11,382.65,368.79,375.94,390.33,368.49,330.71,333.67,335.18,349.47,358.60,353.45,409.95,380.54,409.54,421.96,427.57,414.88,471.72,
2000-11-09 21:57:57.236000,L7,307.66,300.61,298.72,302.89,316.11,326.50,335.94,342.52,341.54,313.88,293.40,290.94,291.70,305.68,313.03,317.27,311.89,290.23,290.41,494.18,496.77,493.23,487.11,493.36,492.35,493.45,485.31,486.31,486.01,486.16,479.46,475.62,481.33,483.20,486.31,479.48,356.76,359.17,363.91,380.91,375.65,376.41,374.20,376.62,376.51,370.86,370.33,371.89,384.14,377.25,369.59,390.07,372.74,385.22,392.74,371.60,333.24,331.37,338.23,346.38,359.71,353.75,412.99,380.00,441.53,433.95,412.14,412.02,492.77,
2000-11-25 21:57:58.896000,L7,501.53,514.97,499.83,510.94,509.60,511.84,,,,,,,,,,517.51,501.53,487.65,507.39,509.24,518.11,505.14,,,495.17,493.84,468.04,496.78,496.18,491.99,479.32,492.07,481.53,493.45,493.59,504.75,491.71,488.67,491.15,497.09,502.40,505.89,495.64,496.03,496.63,511.68,517.91,,,,,,525.72,503.49,498.77,493.40,460.44,465.13,480.43,412.43,430.08,438.38,448.29,,,,,,,
2001-02-13 21:58:03.568000,L7,492.99,440.14,510.66,472.66,503.71,481.52,427.26,422.36,509.19,487.52,469.87,467.72,489.71,473.83,307.31,470.65,468.40,473.91,473.72,441.31,433.39,488.09,475.82,474.88,469.24,328.46,467.24,473.79,469.70,458.16,457.88,332.43,338.63,346.28,353.08,345.75,349.90,359.40,357.62,369.74,371.10,366.41,366.53,370.17,365.41,362.40,363.48,363.71,379.02,369.52,353.01,376.02,355.77,360.64,372.78,355.39,323.13,320.34,329.83,337.93,352.28,343.08,353.31,351.30,383.99,391.66,396.41,445.56,418.14,
2001-06-05 21:57:16.389000,L7,322.82,308.80,310.65,315.41,324.39,330.59,344.06,354.78,341.04,313.64,308.26,290.44,282.99,295.48,289.11,293.46,301.65,263.54,247.90,288.23,306.09,314.23,315.65,312.73,323.67,497.88,497.26,498.19,469.58,490.33,487.57,487.48,486.10,487.84,502.12,467.88,503.32,498.65,490.15,487.19,381.61,348.14,381.10,367.46,365.23,369.54,376.24,373.45,387.04,377.36,375.92,383.74,420.13,393.15,270.29,280.65,276.78,329.14,324.58,337.41,348.66,350.09,408.51,373.25,408.03,413.59,397.05,411.58,524.00,
2001-07-07 21:57:00.006000,L7,317.29,308.17,305.34,318.88,469.21,473.67,441.17,338.09,461.99,470.04,476.83,479.63,485.10,491.28,488.23,494.99,486.23,486.32,244.92,286.65,302.16,305.23,316.79,490.03,494.56,496.10,485.75,486.97,492.96,480.42,474.67,479.70,478.14,474.05,484.32,494.52,494.08,470.41,449.27,482.90,484.53,471.56,486.80,493.41,481.83,498.37,500.13,500.05,498.25,482.56,484.34,446.98,463.77,388.19,173.77,256.93,422.14,421.10,430.70,444.70,479.37,442.87,490.21,502.21,492.57,424.69,400.70,439.88,515.72,
2001-08-24 21:56:24.380000,L7,313.65,304.60,307.66,318.15,323.44,328.69,336.87,347.86,340.83,319.97,287.89,278.19,275.12,292.05,287.68,291.86,285.52,266.22,238.06,268.21,297.47,305.44,319.21,319.31,325.06,325.31,330.06,329.60,318.73,346.45,354.32,350.53,349.25,350.42,353.40,356.05,466.30,477.60,489.83,476.70,382.69,383.16,384.32,382.97,379.13,375.00,389.00,421.65,400.96,394.45,408.19,404.64,384.23,385.46,391.91,362.15,359.85,224.42,477.80,,354.06,317.93,324.80,370.51,346.95,395.73,384.56,397.51,366.37,467.97
2001-09-25 21:56:04.528000,L7,482.64,475.69,306.38,310.26,317.74,452.21,470.64,442.84,474.55,470.46,476.91,302.73,473.20,482.18,463.44,493.73,462.09,476.29,488.05,479.07,480.96,484.90,471.39,317.12,319.96,321.25,314.24,485.36,486.64,474.56,471.92,462.92,463.36,352.29,352.10,474.22,486.01,449.31,491.12,491.12,457.50,490.80,464.63,502.12,495.05,498.14,508.38,508.79,511.21,490.16,481.72,483.36,440.21,471.51,392.11,373.20,423.08,427.57,430.94,446.56,468.07,483.51,479.20,506.70,503.54,502.16,485.32,446.51,405.77,347.32
2001-12-14 21:56:17.682000,L7,497.15,495.04,491.29,482.21,472.05,475.59,481.32,479.13,479.97,487.97,481.09,501.23,500.47,506.16,502.07,310.53,488.26,491.85,490.63,491.44,493.00,490.20,494.00,490.16,496.67,490.86,492.07,459.38,488.75,489.96,494.12,490.37,482.57,474.89,482.94,476.89,489.70,449.56,452.65,489.12,485.60,492.65,496.21,491.99,502.97,512.48,510.93,504.82,512.31,501.54,497.96,448.46,496.43,467.52,397.12,381.37,340.86,338.47,344.57,360.43,388.71,373.26,421.76,470.36,504.81,506.65,489.56,483.35,514.41,
2001-12-30 21:56:13.010000,L7,304.81,294.67,301.51,300.95,311.50,319.45,338.99,340.41,337.73,312.76,292.75,283.77,286.60,302.10,301.47,320.58,310.91,293.96,305.18,492.52,504.45,494.25,488.20,494.57,488.62,484.85,329.43,329.52,325.65,349.91,353.58,353.29,360.01,356.65,360.59,358.41,359.14,363.34,369.55,375.95,381.98,378.30,383.89,381.85,381.78,370.73,382.15,387.43,392.88,377.86,379.98,381.65,371.51,383.99,390.89,472.39,447.04,398.56,404.18,414.79,439.82,443.64,455.32,468.95,407.40,471.98,452.95,447.36,,
2002-02-16 21:56:30.006000,L7,,,,217.08,240.42,247.08,253.50,264.17,240.27,268.04,,,,,,,,,,,,,,,,,,,,,,,,,289.99,305.22,294.89,307.49,,,,,,,,,,,,,,,,247.59,243.98,247.98,230.87,249.60,226.79,276.58,310.01,274.24,312.34,298.62,319.43,277.93,249.84,276.93,242.89,211.14
2002-03-04 21:56:33.807000,L7,449.28,442.16,,,,413.73,430.12,391.04,417.57,,,,444.46,453.16,450.71,,,,,,,443.70,441.25,484.20,468.90,464.28,467.07,471.01,468.81,467.59,456.71,459.46,464.71,456.08,465.28,464.17,464.01,459.87,458.14,459.93,470.10,471.45,481.97,493.12,497.77,486.40,503.27,495.31,483.49,471.84,474.35,462.24,466.16,456.75,436.28,424.19,391.16,389.93,386.89,398.14,430.50,435.94,442.57,446.14,,,,,,
2002-03-20 21:56:24.055000,L7,301.12,294.16,298.83,302.87,310.42,313.09,333.13,353.63,361.64,375.56,373.53,373.87,353.89,339.01,342.23,340.61,326.66,312.91,282.48,293.64,288.73,322.68,315.58,309.99,316.33,324.42,324.97,327.28,320.79,337.94,342.90,345.72,346.96,353.36,354.79,354.06,355.72,358.78,361.33,370.78,380.77,373.11,374.41,376.00,371.98,367.74,367.40,369.85,378.80,370.00,370.14,394.25,368.55,375.98,386.20,360.61,327.92,322.65,323.98,343.40,354.13,464.60,480.79,515.38,448.44,438.54,436.73,424.25,401.46,352.07
2002-05-07 21:56:27.687000,L7,243.69,247.34,177.79,270.30,277.04,286.27,298.94,311.55,306.97,289.13,265.71,255.08,,,,,,,,,,,,279.57,267.73,280.64,266.71,278.79,279.85,288.78,282.94,291.66,206.81,303.35,306.61,316.27,328.07,338.44,,,,,,,,,340.53,317.36,,,,,342.76,336.72,308.57,258.52,210.82,286.99,302.25,276.07,320.56,309.46,318.18,317.66,340.58,351.10,367.48,381.18,338.37,499.72
2002-10-14 21:55:19.836000,L7,315.07,477.27,475.46,448.97,443.03,445.35,469.90,469.80,464.87,473.66,472.85,459.54,487.32,491.85,471.08,485.37,495.36,491.27,491.93,312.01,480.67,484.44,499.10,492.31,484.95,488.48,486.29,496.07,447.53,479.90,469.81,348.31,352.71,355.43,360.15,457.29,478.98,469.83,473.48,445.27,476.86,488.80,489.42,494.79,498.01,498.62,454.16,489.24,479.85,403.50,464.25,468.81,455.33,452.80,396.15,456.94,415.26,422.52,424.58,439.91,463.33,436.90,473.04,482.52,475.11,480.05,457.39,456.17,508.41,
2002-10-30 21:55:25.430000,L7,315.46,314.10,438.49,450.07,328.17,372.18,370.75,431.97,391.57,353.01,351.22,332.74,339.85,351.32,345.96,349.82,328.78,310.15,323.92,324.31,330.70,330.14,332.01,351.81,326.54,334.68,329.06,338.96,321.88,351.59,350.88,354.51,356.13,355.53,362.75,361.37,367.15,364.58,374.25,379.50,389.62,381.24,384.18,387.25,380.70,375.45,375.70,377.21,383.93,379.63,379.02,392.83,387.69,396.34,401.40,393.98,341.59,335.44,345.93,354.44,373.03,355.92,454.74,460.04,471.05,481.70,447.57,432.49,458.86,
2003-04-24 21:56:22.271000,L7,,,,238.99,235.16,278.28,282.34,293.67,285.55,270.92,248.75,244.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.92,277.20,336.44,284.28,249.04,304.00,302.67,265.24,326.65,206.06,338.18,323.91,331.97,344.92,378.36,387.94,,
2003-05-10 21:56:22.313000,L7,492.08,503.60,477.98,476.39,469.49,478.22,476.70,477.93,471.36,473.43,484.01,492.50,455.00,495.52,502.51,499.48,510.23,500.36,512.02,503.39,513.46,497.54,488.56,491.11,492.14,487.05,484.13,485.89,481.59,489.32,480.53,478.58,470.51,474.87,483.81,478.74,480.84,475.24,462.95,468.48,475.69,490.75,489.62,475.31,459.03,489.68,478.78,472.23,474.63,460.74,433.74,433.93,422.59,448.82,483.66,439.92,433.08,425.26,424.69,438.00,455.64,460.05,411.03,367.76,416.03,419.70,454.83,444.71,517.13,
2003-07-21 21:44:09.463000,L5,288.06,279.12,279.49,283.59,292.23,301.53,315.96,322.68,320.96,286.92,264.04,259.68,,,,,,,211.35,241.02,283.41,290.76,287.34,304.64,314.51,304.18,295.04,297.98,294.89,322.24,328.09,334.20,327.26,327.04,331.78,332.12,345.11,353.87,346.34,346.96,200.36,176.31,348.83,347.50,353.67,339.14,356.70,354.43,272.58,213.40,344.58,331.25,,,,,,,,,,298.47,343.76,332.70,363.73,373.34,366.63,378.89,365.59,390.06
2004-04-02 21:46:54.575000,L5,323.87,316.77,320.14,325.47,332.29,338.81,347.70,349.71,342.85,320.24,299.75,298.96,297.69,307.95,315.68,314.03,317.37,294.48,278.02,297.27,311.28,316.99,324.27,325.29,330.66,331.42,333.08,333.49,338.02,363.37,361.16,365.91,366.20,367.48,368.02,367.60,367.30,373.76,374.56,387.76,384.99,383.53,388.43,394.30,392.09,386.02,389.56,390.09,396.63,388.38,375.23,381.78,377.11,376.88,394.42,377.34,338.13,337.04,345.16,357.99,371.44,364.84,417.98,382.18,407.85,406.30,405.56,404.90,411.28,
2004-05-04 21:47:51.656000,L5,330.18,316.35,318.05,314.65,327.18,332.49,350.84,353.74,346.92,319.44,303.68,306.79,302.77,313.19,310.99,314.42,312.96,297.53,264.56,296.51,315.59,322.78,327.92,331.03,335.85,340.83,340.17,341.12,338.54,354.19,358.53,365.21,350.17,364.31,362.59,367.72,368.12,377.09,375.82,391.81,389.41,387.54,392.57,390.11,390.34,384.29,392.00,380.77,392.18,380.70,376.04,388.22,377.35,384.43,406.88,376.58,338.43,342.15,341.43,351.84,369.76,360.38,409.55,378.99,402.99,410.46,409.94,411.16,415.26,
2004-05-20 21:48:20.187000,L5,,,,,178.56,245.54,228.06,301.81,160.86,261.77,246.99,197.07,,,,,,,,,,,,294.88,298.97,303.76,310.72,312.89,314.08,330.28,335.26,339.47,338.97,344.48,345.25,345.03,352.94,359.71,357.37,353.91,354.60,361.43,370.24,367.18,366.31,358.38,371.14,367.19,375.57,363.72,357.75,364.96,354.89,363.26,371.82,273.92,268.11,307.70,317.71,318.24,338.83,326.22,384.45,352.05,380.29,386.73,387.69,396.66,390.66,504.45
2004-06-05 21:48:48.638000,L5,294.24,284.73,284.68,288.20,296.43,303.39,319.50,327.37,324.32,293.61,272.32,267.82,255.34,275.57,211.24,,,,213.48,258.05,290.22,295.07,296.47,306.84,304.05,303.67,308.77,308.56,305.76,328.45,331.55,330.62,335.64,333.05,335.98,337.57,350.42,355.83,342.40,350.39,190.68,157.48,360.15,345.74,358.72,346.93,361.44,358.02,272.17,267.45,355.92,358.80,351.63,354.71,368.56,,,,221.12,195.85,327.08,317.14,348.00,341.26,377.13,382.89,383.59,386.07,381.27,440.05
2004-07-07 21:49:44.929000,L5,289.65,279.96,277.02,278.14,292.83,301.34,322.43,327.61,324.87,297.28,265.89,264.92,177.90,265.20,201.08,,,,214.35,251.15,283.50,294.26,301.15,305.77,300.06,304.91,303.95,310.34,304.28,322.52,327.09,331.27,330.85,332.65,336.27,335.91,348.80,357.90,347.09,353.99,158.53,,363.09,357.23,356.91,354.09,362.38,359.26,369.07,361.10,358.73,361.32,355.39,363.77,373.90,,,,315.91,242.12,258.02,319.24,366.40,340.03,374.92,380.87,380.69,384.74,388.68,443.63
2004-08-08 21:50:26.495000,L5,328.01,314.77,319.17,323.06,329.52,340.34,348.97,357.43,346.63,315.94,284.36,287.04,282.90,307.32,301.82,307.47,303.92,279.02,264.66,287.80,308.10,313.03,326.95,330.86,336.65,337.11,329.16,340.29,327.52,352.09,356.18,362.38,359.89,364.48,364.54,363.64,372.50,376.24,377.65,385.82,385.04,382.85,390.00,383.07,379.97,374.47,386.88,388.38,394.24,381.42,381.01,386.42,385.33,383.30,391.86,363.99,326.20,331.56,335.25,349.38,366.37,350.86,405.99,372.71,404.97,414.91,418.25,413.95,425.29,
2004-09-25 21:51:43.061000,L5,329.42,319.69,325.36,319.98,331.03,331.35,346.98,353.82,347.86,315.25,295.82,289.49,291.12,305.16,304.69,306.33,308.39,293.99,321.05,310.21,318.07,323.27,325.91,327.86,338.39,335.90,336.84,340.72,333.23,362.74,360.64,367.05,363.28,370.96,363.95,366.00,369.31,373.96,374.96,384.06,387.95,389.56,391.50,391.82,388.69,385.08,390.98,389.02,396.13,380.53,371.00,388.11,375.10,383.56,396.13,380.96,346.92,345.25,344.14,356.93,374.53,363.22,422.03,383.63,400.36,406.63,408.03,405.11,416.53,
2004-10-27 21:52:23.346000,L5,313.39,307.85,304.26,309.03,317.31,341.71,351.50,358.80,351.45,327.59,318.51,308.19,305.37,306.21,303.38,306.67,308.62,291.66,269.27,290.11,326.40,327.34,338.24,336.98,347.13,344.37,337.77,327.46,322.31,352.77,353.76,354.80,350.68,358.15,372.30,370.45,373.68,380.34,387.88,395.03,397.36,390.09,386.44,382.47,383.60,378.26,379.10,381.60,388.85,386.99,387.93,393.36,393.93,395.17,405.97,390.15,343.08,336.37,335.66,349.40,366.96,348.35,401.09,375.34,411.67,414.81,417.33,416.71,423.08,
2005-01-15 21:53:45.186000,L5,305.06,299.66,300.05,311.62,328.19,337.11,351.11,354.58,348.74,321.31,303.78,286.57,288.18,296.45,300.92,297.79,301.17,281.73,270.85,310.89,323.27,329.13,341.15,337.47,344.02,335.45,324.04,322.64,320.45,350.37,351.96,352.30,351.04,367.95,367.97,367.01,371.93,378.64,384.78,392.79,381.58,378.13,379.66,381.15,377.44,375.20,373.98,389.62,400.10,388.92,384.68,397.02,388.37,392.87,392.85,374.34,335.21,331.03,337.85,345.28,363.91,345.88,403.98,380.86,411.75,414.56,414.51,411.28,416.65,
2005-03-04 21:54:27.824000,L5,322.20,306.64,313.28,310.37,320.60,332.36,345.28,348.06,338.28,331.56,328.10,311.20,300.48,310.23,304.55,307.13,306.12,311.87,322.83,339.20,323.34,330.33,336.23,334.96,348.45,346.15,342.55,341.43,337.01,363.77,365.07,368.50,355.21,361.03,365.79,372.68,374.85,379.93,387.76,395.02,403.93,394.90,391.89,390.23,388.52,382.36,384.23,385.65,390.67,384.27,384.00,400.08,383.58,396.26,402.79,388.68,344.82,338.33,341.20,352.88,368.74,358.73,405.79,382.39,406.00,414.62,414.82,414.72,412.10,
2005-04-05 21:54:42.889000,L5,326.28,313.96,315.22,321.68,327.12,337.99,352.14,355.52,345.54,324.02,298.48,293.00,301.64,299.39,305.71,300.87,304.57,288.89,265.94,296.98,310.10,315.86,335.73,332.09,342.91,341.26,337.35,336.65,330.69,365.59,363.40,366.63,361.35,368.35,368.57,370.32,371.55,375.98,378.77,387.21,389.15,389.57,390.65,392.48,388.63,382.08,387.35,389.62,395.74,385.42,379.78,392.73,385.89,388.74,398.81,380.65,343.70,341.09,344.95,359.37,368.64,360.14,411.00,382.50,415.76,413.67,416.40,410.78,425.16,
2005-04-21 21:54:46.500000,L5,326.61,317.44,328.00,322.06,331.22,343.90,352.86,356.08,351.47,325.67,325.11,308.57,304.76,308.74,311.42,306.84,310.37,302.09,280.99,300.85,325.77,323.62,335.85,335.51,344.72,342.76,336.72,339.13,337.46,363.54,364.84,370.62,360.31,369.10,375.01,375.24,383.99,384.64,383.13,388.75,386.53,385.06,390.21,389.29,387.76,383.52,388.10,391.84,397.26,390.99,384.49,392.41,386.88,393.48,399.48,378.25,342.23,340.68,342.23,358.41,370.61,362.90,419.64,387.28,417.39,418.71,418.91,413.31,429.80,
2005-05-23 21:55:00.408000,L5,292.01,283.39,285.19,286.61,293.71,295.94,286.81,251.55,236.50,263.69,256.00,260.56,259.25,272.04,188.19,,,,,,,,,208.39,257.70,292.35,285.70,273.73,303.99,329.12,323.61,326.34,324.28,322.16,326.19,335.93,344.66,350.02,,,,,,,,,341.82,332.62,349.12,,,,329.81,343.98,292.09,286.46,247.69,305.88,313.01,248.58,309.00,296.15,335.23,335.01,367.53,355.38,,381.83,384.59,405.94
2005-06-08 21:55:08.756000,L5,284.44,281.94,280.54,283.17,286.11,303.95,320.35,325.48,319.77,281.61,261.21,264.37,,,,,,,,239.36,281.41,288.81,290.65,302.64,318.47,306.91,297.90,298.21,303.54,327.28,330.74,328.55,325.63,333.55,333.63,333.35,345.98,355.00,334.48,289.38,195.35,,,341.43,352.16,339.60,358.09,349.43,366.29,350.79,352.78,352.21,349.54,354.35,362.75,,,,,,320.29,310.00,346.32,335.40,362.11,376.47,372.24,386.74,383.35,419.98
