dates,satname,nzd0170-0000,nzd0170-0001,nzd0170-0002,nzd0170-0003,nzd0170-0004,nzd0170-0005
1999-09-20 21:58:32.521000,L7,,,,257.79,264.30,194.47
1999-10-22 21:58:28.758000,L7,335.54,340.33,345.68,352.98,349.15,352.06
1999-12-09 21:58:33.708000,L7,,243.30,237.39,363.97,367.95,353.63
1999-12-09 21:58:57.676000,L7,,247.53,238.98,367.19,368.57,356.59
2000-02-27 21:58:16.566000,L7,,233.79,227.14,281.79,367.83,374.68
2000-02-27 21:58:40.521000,L7,359.69,363.64,350.40,380.78,371.73,379.22
2000-03-14 21:58:11.336000,L7,,,215.43,267.88,261.42,198.75
2000-03-14 21:58:35.291000,L7,,227.63,222.42,274.53,269.86,205.44
2000-03-30 21:58:09.573000,L7,360.18,233.97,217.09,273.61,275.75,224.67
2000-03-30 21:58:33.541000,L7,344.90,238.78,219.62,278.00,281.63,212.19
2000-08-05 21:56:44.750000,L7,,,,197.35,245.58,195.44
2000-08-05 21:57:08.715000,L7,278.64,275.18,267.31,314.21,488.30,441.18
2000-09-22 21:56:05.544000,L7,352.43,352.72,372.41,365.90,373.61,351.99
2000-09-22 21:56:29.431000,L7,,,,283.71,272.47,206.80
2000-12-27 21:56:05.061000,L7,347.64,357.19,379.91,385.65,390.88,398.93
2001-01-12 21:56:06.772000,L7,,,231.01,290.84,277.31,210.24
2001-01-12 21:56:30.696000,L7,324.15,332.18,345.12,350.76,359.38,361.04
2001-03-01 21:55:57.624000,L7,,,188.18,264.75,258.22,188.11
2001-03-01 21:56:21.596000,L7,,,210.84,274.01,266.22,197.28
2001-06-05 21:55:16.607000,L7,251.22,268.00,261.34,274.53,368.21,378.37
2001-06-05 21:55:40.577000,L7,242.65,257.15,205.08,267.36,367.07,377.98
2001-06-21 21:55:05.323000,L7,251.88,264.24,202.62,351.61,355.13,371.61
2001-06-21 21:55:29.297000,L7,255.06,272.05,263.34,287.53,204.51,374.15
2001-09-09 21:54:12.928000,L7,246.81,249.38,264.72,379.63,373.53,380.98
2001-09-09 21:54:36.880000,L7,,232.35,211.75,361.33,343.45,373.41
2001-10-11 21:53:46.024000,L7,,231.30,220.51,282.06,278.98,200.90
2001-10-11 21:54:09.862000,L7,,239.01,229.26,284.68,282.58,374.48
2002-01-15 21:54:23.534000,L7,341.67,348.53,336.19,362.03,346.34,362.02
2002-01-31 21:54:50.570000,L7,,,,268.45,216.24,191.67
2002-04-05 21:54:25.270000,L7,325.99,330.23,349.43,350.60,347.27,337.99
2002-08-27 21:53:36.267000,L7,346.63,355.23,336.76,370.05,368.37,363.06
2002-08-27 21:54:00.253000,L7,342.56,352.30,367.26,366.29,366.37,356.93
2002-10-14 21:53:19.813000,L7,320.83,354.60,368.30,364.64,369.73,369.52
2002-10-14 21:53:43.769000,L7,349.31,351.77,367.32,336.71,368.38,272.32
2002-10-30 21:53:25.867000,L7,,,,,287.73,249.75
2003-01-18 21:54:06.301000,L7,,,224.76,337.14,351.43,355.56
2003-01-18 21:54:30.278000,L7,333.83,239.47,234.60,294.30,290.22,214.05
2003-03-23 21:54:16.760000,L7,,,438.26,255.57,221.03,195.44
2003-05-26 21:54:19.958000,L7,251.70,279.89,282.07,350.23,381.96,374.92
2003-05-26 21:54:43.917000,L7,248.31,275.39,279.71,281.66,270.01,371.29
2003-07-21 21:42:33.857000,L5,,255.83,267.18,320.50,226.38,223.89
2003-08-06 21:42:27.230000,L5,315.10,308.92,336.20,364.64,353.48,358.83
2003-08-06 21:42:51.203000,L5,327.93,314.69,345.68,370.45,362.21,368.99
